codmun6;estabelecimentomunicipio-jul2023;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;CENTRO DE IMUNIZACAO;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;CENTRAL DE ABASTECIMENTO;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
130115;130115 CAREIRO DA VARZEA;20;17;1;2;16;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130120;130120 COARI;39;23;13;3;-;15;1;1;-;1;2;-;1;-;1;1;-;5;-;-;-;4;1;-;-;-;1;-;-;-;-;1;1;1;-;1;-;1;-;-;-;-
130130;130130 CODAJAS;16;10;4;2;8;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-
130140;130140 EIRUNEPE;16;9;5;2;-;4;-;1;-;1;-;-;2;1;-;-;-;1;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130150;130150 ENVIRA;8;6;0;2;-;3;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130160;130160 FONTE BOA;12;9;0;3;-;4;-;1;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
130165;130165 GUAJARA;13;9;2;2;4;1;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130170;130170 HUMAITA;61;46;12;3;-;13;10;1;-;15;2;-;4;-;-;1;-;4;-;-;-;6;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-
130180;130180 IPIXUNA;15;13;0;2;5;4;-;1;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130185;130185 IRANDUBA;33;24;6;3;-;18;2;1;-;1;2;-;-;-;-;-;-;1;-;-;-;2;2;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
130190;130190 ITACOATIARA;58;31;23;4;-;15;8;1;-;2;1;-;1;-;1;1;1;6;-;-;-;8;3;1;-;-;1;1;1;-;-;2;-;1;-;2;-;1;-;-;-;-
130195;130195 ITAMARATI;9;7;0;2;-;2;-;1;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130200;130200 ITAPIRANGA;10;6;2;2;-;3;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-
130210;130210 JAPURA;10;7;1;2;-;4;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130220;130220 JURUA;6;4;1;1;-;2;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
130230;130230 JUTAI;13;8;1;4;1;2;-;1;-;1;1;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
130240;130240 LABREA;39;28;9;2;-;8;-;1;-;-;-;-;19;-;-;-;-;1;-;-;-;6;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130250;130250 MANACAPURU;45;31;10;4;-;21;4;1;-;3;-;-;1;1;-;-;-;4;-;-;-;-;2;-;-;-;2;-;-;-;-;1;1;1;-;2;-;1;-;-;-;-
130255;130255 MANAQUIRI;12;7;3;2;-;3;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130260;130260 MANAUS;1624;980;482;162;11;209;703;11;11;17;6;3;3;-;2;2;2;55;-;-;-;223;113;38;-;15;6;13;10;-;-;3;6;21;17;99;-;10;1;8;2;4
130270;130270 MANICORE;28;21;5;2;-;12;1;1;-;2;2;-;3;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-
130280;130280 MARAA;12;10;0;2;-;5;-;1;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130290;130290 MAUES;37;27;8;2;12;6;1;1;-;1;1;-;3;1;-;1;-;-;-;-;-;5;1;-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
130300;130300 NHAMUNDA;21;18;1;2;6;5;-;1;1;1;1;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130310;130310 NOVA OLINDA DO NORTE;27;18;7;2;4;6;1;1;-;1;2;-;1;2;-;-;-;-;-;-;-;1;5;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130320;130320 NOVO AIRAO;7;5;0;2;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130330;130330 NOVO ARIPUANA;13;8;3;2;-;6;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
130340;130340 PARINTINS;71;44;19;8;-;16;10;1;2;7;4;-;3;-;1;-;-;1;-;-;-;10;5;-;-;-;2;1;-;-;-;-;-;2;-;2;-;1;1;1;1;-
130350;130350 PAUINI;9;6;1;2;-;4;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130353;130353 PRESIDENTE FIGUEIREDO;37;28;4;5;8;14;4;-;-;1;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;2;-;1;-;-;1;-
130356;130356 RIO PRETO DA EVA;30;24;3;3;8;9;4;-;-;1;1;-;1;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
130360;130360 SANTA ISABEL DO RIO NEGRO;23;20;1;2;-;2;-;1;1;1;1;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130370;130370 SANTO ANTONIO DO ICA;22;14;3;5;1;6;1;1;-;-;2;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;2;-;2;-;1;-;-;-;-
130380;130380 SAO GABRIEL DA CACHOEIRA;36;28;6;2;1;5;-;-;-;1;2;-;18;-;-;1;-;-;2;-;-;2;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130390;130390 SAO PAULO DE OLIVENCA;21;14;3;4;-;6;-;1;-;1;2;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;2;-;1;-;-;-;-
130395;130395 SAO SEBASTIAO DO UATUMA;8;6;0;2;-;4;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130400;130400 SILVES;10;7;1;2;-;5;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130406;130406 TABATINGA;41;19;11;11;-;8;-;1;-;1;1;-;5;1;1;-;1;2;-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;2;1;4;-;1;-;1;1;1
130410;130410 TAPAUA;16;13;1;2;-;6;-;1;-;-;1;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130420;130420 TEFE;46;32;9;5;1;10;11;1;1;2;2;-;3;-;1;-;-;1;-;-;-;4;3;-;-;-;1;-;-;-;-;-;-;1;1;-;1;1;-;-;1;-
130423;130423 TONANTINS;12;8;0;4;1;4;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
130426;130426 UARINI;7;5;1;1;-;3;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
130430;130430 URUCARA;11;9;0;2;-;5;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130440;130440 URUCURITUBA;14;9;2;3;1;5;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-
140002;140002 AMAJARI;42;39;1;2;1;8;-;-;-;1;1;-;27;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-
140005;140005 ALTO ALEGRE;46;38;4;4;2;5;-;-;1;1;1;-;27;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;1;1;-;2;-;1;-;-;-;-
140010;140010 BOA VISTA;547;304;223;20;-;45;218;-;4;8;6;-;20;1;1;1;-;1;-;-;-;196;15;-;-;-;3;1;1;-;-;3;3;6;2;5;1;2;1;1;1;1
140015;140015 BONFIM;38;32;2;4;1;11;1;-;-;1;3;-;14;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;-;2;-;1;-;-;-;-
140017;140017 CANTA;27;22;3;2;11;4;-;-;-;1;3;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-
140020;140020 CARACARAI;20;15;3;2;2;8;-;-;-;-;2;-;3;-;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140023;140023 CAROEBE;15;11;2;2;-;3;-;-;-;-;2;-;6;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140028;140028 IRACEMA;15;12;1;2;-;5;-;-;1;-;1;-;3;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140030;140030 MUCAJAI;26;18;5;3;2;8;1;-;-;1;3;-;2;1;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;1;1;1;-;1;-;1;-;-;-;-
140040;140040 NORMANDIA;27;21;3;3;3;5;-;-;1;-;1;1;10;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-
140045;140045 PACARAIMA;31;25;3;3;5;13;-;-;-;1;3;-;2;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-
140047;140047 RORAINOPOLIS;37;26;8;3;-;11;-;1;1;1;5;-;-;6;1;-;-;-;1;-;-;3;2;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;-;-
140050;140050 SAO JOAO DA BALIZA;12;9;1;2;-;3;-;-;-;1;3;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140060;140060 SAO LUIZ;15;7;4;4;-;3;-;-;-;-;2;-;1;1;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;1;-;1;-;2;-;1;-;-;-;-
140070;140070 UIRAMUTA;80;78;0;2;-;3;-;-;1;1;2;-;70;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
150010;150010 ABAETETUBA;101;67;27;7;25;28;3;1;-;4;3;-;-;1;1;1;-;4;-;-;-;9;8;-;-;1;3;1;-;-;-;1;-;3;-;1;-;1;1;-;1;-
150013;150013 ABEL FIGUEIREDO;7;4;0;3;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
150020;150020 ACARA;33;25;4;4;11;10;-;1;1;-;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-
150030;150030 AFUA;32;29;2;1;24;4;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150034;150034 AGUA AZUL DO NORTE;32;19;9;4;4;7;5;-;-;1;1;1;-;-;-;-;-;-;-;-;-;2;4;-;-;-;1;-;-;-;-;1;1;1;-;1;-;1;-;-;1;-
150040;150040 ALENQUER;20;8;9;3;3;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4;4;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
150050;150050 ALMEIRIM;32;22;7;3;6;8;3;1;-;-;-;-;4;-;-;-;-;-;-;-;-;3;3;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-
150060;150060 ALTAMIRA;131;87;30;14;34;26;15;-;1;2;2;2;2;1;1;-;1;1;-;-;-;18;6;-;-;1;2;1;-;-;-;-;1;5;-;1;-;3;1;1;3;-
150070;150070 ANAJAS;18;14;2;2;11;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;1;-;-;-;1;-;-;-;-
150080;150080 ANANINDEUA;297;154;125;18;4;65;76;-;1;1;1;5;-;1;-;-;-;11;-;1;1;61;40;1;-;-;2;4;2;-;-;-;2;6;2;4;3;1;-;-;2;-
150085;150085 ANAPU;34;24;6;4;4;7;-;-;-;2;2;1;6;1;1;-;-;1;-;-;-;1;-;1;-;-;1;-;1;-;-;-;1;1;-;1;-;1;-;-;1;-
150090;150090 AUGUSTO CORREA;34;25;5;4;20;1;1;-;-;1;1;-;-;1;-;-;-;-;-;-;-;4;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150095;150095 AURORA DO PARA;23;15;5;3;2;9;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;-;1;-;1;-;-;1;-;1;-;-;-;1;-;-;1;-
150100;150100 AVEIRO;10;9;0;1;2;6;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150110;150110 BAGRE;17;15;0;2;6;6;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
150120;150120 BAIAO;28;22;3;3;8;9;-;-;-;1;2;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;-;1;-
150125;150125 BANNACH;16;9;3;4;4;2;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;-;1;-
150130;150130 BARCARENA;107;75;20;12;3;28;37;1;-;-;2;2;-;1;-;-;1;9;-;-;-;5;1;-;-;-;2;1;-;-;-;1;1;5;1;1;-;2;-;-;3;-
150140;150140 BELEM;1604;866;670;68;10;92;706;2;1;45;4;-;2;1;1;1;1;63;-;1;-;440;106;28;-;9;9;4;7;-;-;1;2;21;16;22;-;4;1;1;2;1
150145;150145 BELTERRA;22;16;3;3;2;10;-;-;1;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;1;-;1;-;-
150150;150150 BENEVIDES;38;23;12;3;-;18;-;-;-;2;1;-;-;2;-;-;-;1;-;-;-;5;3;-;-;-;1;2;-;-;-;-;-;-;-;1;-;1;-;-;1;-
150157;150157 BOM JESUS DO TOCANTINS;16;11;1;4;1;5;-;-;-;-;1;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150160;150160 BONITO;19;12;5;2;-;8;-;-;-;1;1;-;-;1;-;-;1;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
150170;150170 BRAGANCA;95;56;31;8;3;32;11;-;-;2;-;2;-;3;1;1;1;1;-;-;-;20;4;-;-;-;3;1;-;-;-;2;-;3;-;2;-;1;1;-;1;-
150172;150172 BRASIL NOVO;26;16;6;4;4;7;1;-;-;1;1;1;-;1;-;-;-;-;-;-;-;2;2;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-
150175;150175 BREJO GRANDE DO ARAGUAIA;15;10;3;2;5;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;-
150178;150178 BREU BRANCO;42;23;15;4;4;17;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5;4;3;-;-;1;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150180;150180 BREVES;105;77;20;8;26;18;10;1;-;20;1;-;-;1;-;-;-;-;-;-;-;8;8;-;-;-;1;1;-;-;-;1;1;3;-;1;-;2;-;-;1;1
150190;150190 BUJARU;20;15;2;3;1;10;-;-;1;1;-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;1;-;-;-;-
150195;150195 CACHOEIRA DO PIRIA;26;20;3;3;3;13;-;-;1;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;1;-;-;1;-
150200;150200 CACHOEIRA DO ARARI;19;17;1;1;10;4;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150210;150210 CAMETA;139;104;28;7;-;28;23;2;-;46;4;-;-;-;1;-;-;6;-;-;-;10;7;1;-;-;1;1;-;-;-;-;2;2;1;1;-;2;-;-;1;-
150215;150215 CANAA DOS CARAJAS;151;37;109;5;-;13;13;-;3;2;1;1;-;3;-;1;-;3;-;-;-;92;10;3;-;-;1;-;-;-;-;-;-;2;-;1;-;1;-;-;1;-
150220;150220 CAPANEMA;92;45;35;12;1;23;14;-;-;4;1;-;-;2;-;-;-;1;-;-;-;21;9;-;-;-;1;1;-;-;-;-;2;3;-;4;-;2;1;1;1;-
150230;150230 CAPITAO POCO;46;28;13;5;6;15;1;-;-;1;2;1;1;1;-;-;-;-;-;-;-;3;8;-;-;-;1;-;-;-;-;-;1;2;-;1;-;1;-;-;1;-
150240;150240 CASTANHAL;226;138;76;12;13;43;59;-;2;3;1;14;-;3;-;-;-;9;-;-;-;40;18;1;1;1;1;2;2;-;-;-;1;4;1;3;-;2;1;-;1;-
150250;150250 CHAVES;25;22;0;3;14;5;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
150260;150260 COLARES;13;12;0;1;5;6;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150270;150270 CONCEICAO DO ARAGUAIA;70;34;26;10;4;12;15;-;-;2;1;-;-;-;-;-;-;1;-;-;-;12;9;-;-;-;1;-;-;-;-;1;2;2;-;4;-;2;-;1;1;-
150275;150275 CONCORDIA DO PARA;19;13;3;3;7;2;2;-;1;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
150276;150276 CUMARU DO NORTE;23;18;1;4;4;5;-;-;1;2;1;1;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;1;-;1;-;-
150277;150277 CURIONOPOLIS;17;10;4;3;3;6;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
150280;150280 CURRALINHO;19;16;1;2;7;6;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
150285;150285 CURUA;16;13;2;1;4;6;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150290;150290 CURUCA;32;20;8;4;-;14;-;-;-;1;1;2;-;2;-;-;-;-;-;-;-;6;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150293;150293 DOM ELISEU;44;28;11;5;-;13;11;-;-;2;1;-;-;1;-;-;-;-;-;-;-;4;4;1;-;-;1;1;-;-;-;-;-;3;-;1;-;1;-;-;-;-
150295;150295 ELDORADO DOS CARAJAS;28;12;12;4;1;8;-;-;-;1;2;-;-;-;-;-;-;3;-;-;-;4;4;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150300;150300 FARO;8;6;1;1;3;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150304;150304 FLORESTA DO ARAGUAIA;19;11;5;3;1;8;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;1;3;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
150307;150307 GARRAFAO DO NORTE;21;15;2;4;6;8;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-
150309;150309 GOIANESIA DO PARA;31;21;7;3;7;10;-;-;-;1;2;-;-;1;-;-;-;-;1;-;-;2;3;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
150310;150310 GURUPA;29;23;4;2;12;6;-;2;1;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;3;-;1;-;-;-;1;-;-;-;-
150320;150320 IGARAPE-ACU;31;21;6;4;-;15;1;-;-;2;1;1;-;1;-;-;-;-;-;-;-;4;1;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150330;150330 IGARAPE-MIRI;34;19;11;4;1;13;-;1;1;-;1;1;-;1;-;-;-;-;-;-;-;4;5;-;-;1;1;-;-;-;-;-;-;2;-;1;-;1;-;-;-;-
150340;150340 INHANGAPI;15;11;0;4;2;6;-;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150345;150345 IPIXUNA DO PARA;42;33;5;4;2;19;1;-;1;8;1;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;1;-;-;-;1;2;-;1;-;1;-;-;-;-
150350;150350 IRITUIA;19;14;2;3;8;3;-;-;1;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
150360;150360 ITAITUBA;83;47;28;8;-;24;15;1;-;-;1;-;4;2;-;-;-;2;-;-;-;18;6;-;-;-;1;1;-;-;-;-;-;7;-;-;-;1;-;-;-;-
150370;150370 ITUPIRANGA;26;17;5;4;2;11;-;1;1;-;1;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-
150375;150375 JACAREACANGA;35;30;4;1;6;3;-;1;1;-;1;-;17;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-
150380;150380 JACUNDA;50;33;10;7;1;13;2;-;-;12;3;1;-;-;1;-;-;-;-;-;-;3;-;-;-;-;1;-;1;-;-;5;-;4;-;1;-;1;-;-;1;-
150390;150390 JURUTI;32;22;7;3;3;11;5;1;1;-;1;-;-;-;-;-;-;-;-;-;-;5;1;-;-;-;1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-
150400;150400 LIMOEIRO DO AJURU;28;24;1;3;10;10;-;1;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
150405;150405 MAE DO RIO;30;13;12;5;2;9;-;-;-;2;-;-;-;-;-;-;-;2;-;-;-;3;5;-;-;-;1;-;1;-;-;-;-;1;-;1;-;1;1;-;1;-
150410;150410 MAGALHAES BARATA;17;13;2;2;5;4;-;-;-;1;1;1;-;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
150420;150420 MARABA;329;142;170;17;9;16;106;-;1;6;2;-;-;-;-;1;1;13;-;1;-;94;49;6;-;-;1;1;3;-;-;-;2;6;2;4;-;1;1;1;2;-
150430;150430 MARACANA;24;20;0;4;9;11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150440;150440 MARAPANIM;31;23;4;4;11;8;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;1;-;1;-;1;-;1;-;-;1;-
150442;150442 MARITUBA;63;31;26;6;2;20;5;-;-;3;1;-;-;-;-;-;-;-;-;-;-;14;9;-;-;-;2;1;-;-;-;-;-;2;-;2;-;1;-;-;1;-
150445;150445 MEDICILANDIA;23;12;7;4;1;7;-;-;-;-;2;1;-;1;-;-;-;-;1;-;-;3;-;-;-;-;1;-;1;-;-;1;-;-;-;1;1;1;-;-;1;-
150450;150450 MELGACO;16;13;2;1;4;6;-;1;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150460;150460 MOCAJUBA;20;13;4;3;1;9;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
