codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;POSTO DE SAUDE;CENTRO DE SAUDE/UNIDADE BASICA;CONSULTORIO ISOLADO;UNIDADE MOVEL FLUVIAL;UNIDADE MOVEL TERRESTRE;FARMACIA;UNIDADE DE VIGILANCIA EM SAUDE;CENTRO DE APOIO A SAUDE DA FAMILIA;UNIDADE DE ATENCAO A SAUDE INDIGENA;POLO ACADEMIA DA SAUDE;TELESSAUDE;POLO DE PREVENCAO DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE;POLICLINICA;UNIDADE MISTA;PRONTO SOCORRO GERAL;PRONTO SOCORRO ESPECIALIZADO;CLINICA/CENTRO DE ESPECIALIDADE;UNIDADE DE APOIO DIAGNOSE E TERAPIA (SADT ISOLADO);COOPERATIVA OU EMPRESA DE CESSAO DE TRABALHADORES NA SAUDE;CENTRO DE PARTO NORMAL - ISOLADO;HOSPITAL/DIA - ISOLADO;CENTRO DE ATENCAO PSICOSSOCIAL;PRONTO ATENDIMENTO;SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE);UNIDADE DE ATENCAO EM REGIME RESIDENCIAL;OFICINA ORTOPEDICA;LABORATORIO DE SAUDE PUBLICA;HOSPITAL GERAL;HOSPITAL ESPECIALIZADO;UNIDADE MOVEL DE NIVEL PRE-HOSPITALAR NA AREA DE URGENCIA;LABORATORIO CENTRAL DE SAUDE PUBLICA LACEN;CENTRAL DE GESTAO EM SAUDE;CENTRO DE ATENCAO HEMOTERAPIA E OU HEMATOLOGICA;CENTRAL DE REGULACAO MEDICA DAS URGENCIAS;CENTRAL DE REGULACAO DO ACESSO;CENTRAL DE NOTIFICACAO,CAPTACAO E DISTRIB DE ORGAOS ESTADUAL
110150;110150 SERINGUEIRAS;8;6;0;2;-;3;1;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
110155;110155 TEIXEIROPOLIS;7;3;3;1;-;1;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
110160;110160 THEOBROMA;11;7;3;1;4;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
110170;110170 URUPA;10;6;2;2;-;3;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
110175;110175 VALE DO ANARI;11;5;4;2;3;1;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-
110180;110180 VALE DO PARAISO;6;3;2;1;-;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
120001;120001 ACRELANDIA;12;7;3;2;2;5;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
120005;120005 ASSIS BRASIL;11;7;2;2;-;3;-;-;-;1;-;-;1;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
120010;120010 BRASILEIA;19;11;4;4;-;8;-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;1;-;1;-;1;1;-;-;-
120013;120013 BUJARI;8;5;1;2;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
120017;120017 CAPIXABA;8;5;1;2;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
120020;120020 CRUZEIRO DO SUL;92;59;21;12;7;26;14;1;1;1;5;-;3;1;-;-;2;1;-;-;10;7;-;-;-;1;-;-;-;-;-;2;1;4;-;2;1;1;1;-
120025;120025 EPITACIOLANDIA;12;8;2;2;-;7;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
120030;120030 FEIJO;16;12;1;3;-;8;-;-;-;-;1;-;1;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
120032;120032 JORDAO;8;6;1;1;-;3;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
120033;120033 MANCIO LIMA;20;14;3;3;2;6;-;-;-;-;1;-;2;2;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
120034;120034 MANOEL URBANO;6;4;1;1;-;2;-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
120035;120035 MARECHAL THAUMATURGO;11;8;2;1;1;4;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
120038;120038 PLACIDO DE CASTRO;15;9;2;4;1;7;-;-;-;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
120039;120039 PORTO WALTER;9;6;2;1;-;3;-;-;1;-;-;-;1;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
120040;120040 RIO BRANCO;484;371;84;29;-;91;263;-;1;5;4;-;2;4;1;-;8;-;-;-;40;28;-;-;-;2;4;1;-;-;1;5;4;11;-;3;1;1;3;1
120042;120042 RODRIGUES ALVES;13;8;3;2;-;4;-;-;1;-;1;-;-;2;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
120043;120043 SANTA ROSA DO PURUS;7;5;1;1;1;1;-;-;-;-;1;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
120045;120045 SENADOR GUIOMARD;19;16;0;3;5;9;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
120050;120050 SENA MADUREIRA;34;25;6;3;-;17;-;-;-;1;2;-;1;3;-;1;-;-;-;-;1;4;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
120060;120060 TARAUACA;20;13;4;3;1;8;-;1;-;1;1;-;1;-;-;-;-;-;-;-;2;2;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
120070;120070 XAPURI;13;8;2;3;-;5;-;-;-;1;2;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
120080;120080 PORTO ACRE;10;8;0;2;-;5;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
130002;130002 ALVARAES;14;10;2;2;2;4;-;-;-;-;1;-;1;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-
130006;130006 AMATURA;11;9;0;2;2;-;-;-;-;1;3;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130008;130008 ANAMA;11;9;0;2;4;1;-;1;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130010;130010 ANORI;5;3;0;2;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130014;130014 APUI;11;6;3;2;1;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-
130020;130020 ATALAIA DO NORTE;18;16;0;2;-;3;-;-;-;-;3;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130030;130030 AUTAZES;23;18;3;2;1;12;-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130040;130040 BARCELOS;17;14;1;2;1;1;1;1;-;-;2;-;8;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130050;130050 BARREIRINHA;20;18;0;2;5;5;1;1;-;-;1;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130060;130060 BENJAMIN CONSTANT;19;13;2;4;-;5;-;-;-;-;2;-;6;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;1;-;2;-;1;-;-;-;-
130063;130063 BERURI;7;5;0;2;1;-;-;-;-;1;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130068;130068 BOA VISTA DO RAMOS;6;4;0;2;2;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130070;130070 BOCA DO ACRE;13;9;2;2;-;5;2;-;-;-;1;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130080;130080 BORBA;17;13;1;3;-;8;-;1;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;1;-
130083;130083 CAAPIRANGA;7;5;0;2;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130090;130090 CANUTAMA;4;2;0;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130100;130100 CARAUARI;17;11;4;2;2;6;-;-;-;-;2;-;1;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130110;130110 CAREIRO;15;12;0;3;7;3;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1
130115;130115 CAREIRO DA VARZEA;17;16;0;1;14;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
130120;130120 COARI;28;18;7;3;-;13;-;2;-;-;2;-;1;-;-;-;3;-;-;-;2;-;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;-;-
130130;130130 CODAJAS;10;7;1;2;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130140;130140 EIRUNEPE;13;8;3;2;-;4;-;-;-;1;-;-;2;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130150;130150 ENVIRA;7;5;0;2;3;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130160;130160 FONTE BOA;9;6;1;2;2;-;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-
130165;130165 GUAJARA;10;7;1;2;3;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130170;130170 HUMAITA;50;39;9;2;-;12;14;1;-;7;1;-;4;-;-;-;3;-;-;-;2;2;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;-;-
130180;130180 IPIXUNA;10;8;0;2;3;2;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130185;130185 IRANDUBA;23;19;2;2;-;16;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130190;130190 ITACOATIARA;44;23;16;5;-;15;6;-;-;-;1;-;1;-;-;-;6;-;-;-;4;3;1;-;-;1;-;-;-;-;1;1;-;2;-;1;-;-;1;-
130195;130195 ITAMARATI;7;5;1;1;-;1;-;1;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
130200;130200 ITAPIRANGA;8;5;1;2;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130210;130210 JAPURA;9;6;1;2;-;4;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130220;130220 JURUA;5;3;0;2;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130230;130230 JUTAI;11;6;1;4;1;2;-;-;-;-;1;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
130240;130240 LABREA;27;22;4;1;-;6;-;1;-;-;-;-;15;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-
130250;130250 MANACAPURU;30;20;5;5;4;15;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;2;-;-;-;-;1;1;-;2;-;1;-;-;1;-
130255;130255 MANAQUIRI;9;5;2;2;-;3;-;-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130260;130260 MANAUS;1326;848;342;136;18;213;586;11;10;1;3;-;3;-;1;2;45;-;-;-;165;73;35;-;3;4;9;7;-;-;1;22;18;79;-;8;1;4;2;2
130270;130270 MANICORE;16;12;2;2;-;7;-;1;-;3;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130280;130280 MARAA;13;11;0;2;5;1;1;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130290;130290 MAUES;22;16;4;2;-;8;1;-;-;1;1;-;5;-;-;-;-;1;-;-;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-
130300;130300 NHAMUNDA;14;11;1;2;4;2;-;-;-;1;1;-;3;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130310;130310 NOVA OLINDA DO NORTE;21;15;4;2;4;6;-;-;-;1;2;-;1;1;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130320;130320 NOVO AIRAO;7;5;0;2;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130330;130330 NOVO ARIPUANA;9;6;1;2;-;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130340;130340 PARINTINS;48;30;13;5;-;14;8;1;-;-;3;-;3;-;1;-;2;-;-;-;3;7;-;-;-;1;-;-;-;-;-;2;-;-;-;1;1;-;1;-
130350;130350 PAUINI;10;7;2;1;-;4;-;1;-;-;1;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
130353;130353 PRESIDENTE FIGUEIREDO;36;29;3;4;8;14;5;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;2;-;1;-;-;-;-
130356;130356 RIO PRETO DA EVA;21;15;3;3;2;10;1;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;-;-;-;1;-;1;-;1;-;-;-;-
130360;130360 SANTA ISABEL DO RIO NEGRO;10;8;0;2;-;2;-;-;1;-;1;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130370;130370 SANTO ANTONIO DO ICA;19;12;2;5;-;6;1;1;-;-;2;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;2;-;1;-;-;-;-
130380;130380 SAO GABRIEL DA CACHOEIRA;46;38;6;2;7;4;-;-;-;-;1;-;24;-;1;1;-;2;-;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130390;130390 SAO PAULO DE OLIVENCA;20;13;4;3;-;6;-;1;-;-;2;-;4;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;2;-;1;-;-;-;-
130395;130395 SAO SEBASTIAO DO UATUMA;7;5;0;2;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130400;130400 SILVES;11;9;0;2;4;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130406;130406 TABATINGA;25;12;6;7;-;7;-;1;-;-;-;-;4;-;-;-;1;-;-;-;3;1;-;-;-;-;1;-;-;-;-;1;1;2;-;1;-;1;1;-
130410;130410 TAPAUA;18;14;2;2;-;6;-;-;-;-;1;1;5;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130420;130420 TEFE;46;29;11;6;2;9;9;1;1;2;1;-;3;-;1;-;1;-;-;-;5;3;-;1;-;1;-;-;-;-;-;1;1;-;1;1;-;-;2;-
130423;130423 TONANTINS;12;8;0;4;1;4;-;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;1;-;-;-;-
130426;130426 UARINI;5;3;0;2;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130430;130430 URUCARA;9;7;0;2;-;5;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
130440;130440 URUCURITUBA;8;5;0;3;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-
140002;140002 AMAJARI;30;28;0;2;4;3;-;-;-;-;2;-;18;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140005;140005 ALTO ALEGRE;42;35;3;4;4;4;-;-;-;1;1;-;24;1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;2;-;1;-;-;-;-
140010;140010 BOA VISTA;362;211;127;24;2;42;136;-;-;1;7;-;20;1;1;1;-;-;-;-;99;21;-;-;-;3;1;-;-;-;3;5;2;8;1;4;1;1;1;1
140015;140015 BONFIM;30;26;1;3;4;6;-;-;-;1;3;-;11;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
140017;140017 CANTA;25;22;1;2;14;5;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140020;140020 CARACARAI;22;16;3;3;3;8;-;-;-;-;2;-;3;-;-;-;-;1;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;2;-;-;-;-
140023;140023 CAROEBE;7;3;2;2;-;2;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140028;140028 IRACEMA;12;8;2;2;-;2;-;-;-;-;1;-;3;1;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140030;140030 MUCAJAI;22;16;3;3;5;5;-;-;-;1;3;-;2;-;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
140040;140040 NORMANDIA;95;92;1;2;3;2;-;-;1;-;1;-;85;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140045;140045 PACARAIMA;62;56;3;3;4;1;-;-;-;-;3;-;47;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
140047;140047 RORAINOPOLIS;31;21;7;3;-;11;-;-;1;-;3;-;-;6;-;-;-;1;-;-;2;2;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;-;-
140050;140050 SAO JOAO DA BALIZA;11;8;1;2;1;3;-;-;-;-;3;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
140060;140060 SAO LUIZ;13;9;1;3;2;1;1;-;-;-;3;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
140070;140070 UIRAMUTA;83;81;0;2;1;4;-;-;-;-;2;-;74;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-
150010;150010 ABAETETUBA;107;72;25;10;27;20;17;2;2;1;2;-;-;-;-;1;3;-;-;-;8;10;-;-;-;2;1;-;-;-;1;6;-;1;-;1;1;-;1;-
150013;150013 ABEL FIGUEIREDO;7;4;0;3;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-
150020;150020 ACARA;27;19;4;4;10;7;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;1;1;-;1;-;1;-;1;-;-
150030;150030 AFUA;18;14;2;2;11;2;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-
150034;150034 AGUA AZUL DO NORTE;19;11;4;4;8;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;1;2;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150040;150040 ALENQUER;16;8;5;3;5;2;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;1;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
150050;150050 ALMEIRIM;21;14;4;3;6;6;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-
150060;150060 ALTAMIRA;123;65;46;12;16;22;15;-;2;2;2;3;2;1;-;-;1;-;-;1;30;10;1;-;-;2;1;-;-;-;-;4;-;1;-;3;1;1;2;-
150070;150070 ANAJAS;10;7;1;2;6;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
150080;150080 ANANINDEUA;215;107;85;23;4;59;40;-;1;1;1;-;-;1;-;-;6;-;3;1;35;33;-;-;-;2;4;1;-;-;-;7;1;4;3;1;-;-;7;-
150085;150085 ANAPU;30;24;2;4;7;5;-;-;-;1;2;1;6;1;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150090;150090 AUGUSTO CORREA;35;28;3;4;22;1;-;-;-;1;1;2;-;1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;1;-
150095;150095 AURORA DO PARA;14;9;2;3;3;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;1;-
150100;150100 AVEIRO;10;8;1;1;3;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150110;150110 BAGRE;10;8;1;1;-;6;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150120;150120 BAIAO;26;19;3;4;6;8;-;-;-;1;2;1;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;1;-
150125;150125 BANNACH;13;9;1;3;4;2;-;-;-;1;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
150130;150130 BARCARENA;100;77;17;6;7;28;35;-;1;-;2;3;-;1;-;-;5;2;-;-;5;1;-;-;-;2;1;-;-;-;1;1;1;1;-;2;-;-;1;-
150140;150140 BELEM;2079;1342;660;77;6;86;1214;1;13;16;3;-;-;-;1;2;43;-;1;2;482;104;8;-;5;9;3;2;-;-;1;20;25;21;-;4;2;1;2;2
150145;150145 BELTERRA;15;11;1;3;3;6;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-
150150;150150 BENEVIDES;31;20;7;4;-;17;-;-;-;-;1;-;-;2;-;-;1;-;-;-;2;3;-;-;-;1;-;-;-;-;-;-;1;1;-;1;-;-;1;-
150157;150157 BOM JESUS DO TOCANTINS;13;10;0;3;1;5;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;1;-;-;-;-
150160;150160 BONITO;14;8;4;2;5;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-
150170;150170 BRAGANCA;74;57;10;7;4;34;12;-;-;1;-;4;-;1;-;1;-;-;-;-;5;2;-;-;-;2;-;-;-;-;1;3;-;2;-;1;1;-;-;-
150172;150172 BRASIL NOVO;22;13;5;4;3;7;-;-;-;1;1;1;-;-;-;-;-;-;-;-;2;1;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;1;-
150175;150175 BREJO GRANDE DO ARAGUAIA;11;9;0;2;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-
150178;150178 BREU BRANCO;31;19;8;4;11;7;-;-;-;-;1;-;-;-;-;-;-;2;-;-;2;2;-;-;-;1;1;-;-;-;-;-;-;2;-;2;-;-;-;-
150180;150180 BREVES;51;38;8;5;19;14;2;-;-;-;1;1;-;1;-;-;-;-;-;-;1;5;-;-;-;1;1;-;-;-;-;2;-;-;-;2;-;-;1;-
150190;150190 BUJARU;17;12;2;3;3;6;-;-;1;1;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;1;-;1;-;1;-;-;-;-
150195;150195 CACHOEIRA DO PIRIA;19;14;2;3;8;2;-;-;1;1;1;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;1;-
150200;150200 CACHOEIRA DO ARARI;17;15;1;1;13;-;-;-;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-
150210;150210 CAMETA;57;41;11;5;5;20;7;1;-;1;4;2;-;-;1;-;3;-;-;-;4;3;-;-;-;1;-;-;-;-;-;2;-;-;-;2;-;-;1;-
