codmun6;estabelecimentomunicipio-jul2018;total-estab-2018;atencao-primaria;atencao-secundaria;atencao-terciaria;total-estab-2023;atencao-primaria;atencao-secundaria;atencao-terciaria;aumentototal;aumento-primaria;aumentosecundaria;aumento-terciaria
412120;412120 QUITANDINHA;17;11;3;3;19;11;5;3;12%;0%;67%;0%
412125;412125 RAMILANDIA;4;2;1;1;4;1;2;1;0%;-50%;100%;0%
412130;412130 RANCHO ALEGRE;4;2;0;2;7;1;5;1;75%;-50%;100%;-50%
412135;412135 RANCHO ALEGRE D'OESTE;5;3;1;1;5;3;1;1;0%;0%;0%;0%
412140;412140 REALEZA;54;36;15;3;66;42;21;3;22%;17%;40%;0%
412150;412150 REBOUCAS;29;19;7;3;37;27;8;2;28%;42%;14%;-33%
412160;412160 RENASCENCA;12;7;4;1;16;11;4;1;33%;57%;0%;0%
412170;412170 RESERVA;37;32;3;2;43;33;8;2;16%;3%;167%;0%
412175;412175 RESERVA DO IGUACU;8;6;1;1;9;5;3;1;13%;-17%;200%;0%
412180;412180 RIBEIRAO CLARO;22;15;5;2;24;17;5;2;9%;13%;0%;0%
412190;412190 RIBEIRAO DO PINHAL;27;20;4;3;32;23;6;3;19%;15%;50%;0%
412200;412200 RIO AZUL;27;21;4;2;43;32;8;3;59%;52%;100%;50%
412210;412210 RIO BOM;8;4;3;1;10;5;4;1;25%;25%;33%;0%
412215;412215 RIO BONITO DO IGUACU;13;8;4;1;14;8;4;2;8%;0%;0%;100%
412217;412217 RIO BRANCO DO IVAI;7;3;3;1;10;6;3;1;43%;100%;0%;0%
412220;412220 RIO BRANCO DO SUL;19;10;6;3;36;19;13;4;89%;90%;117%;33%
412230;412230 RIO NEGRO;70;51;16;3;90;66;21;3;29%;29%;31%;0%
412240;412240 ROLANDIA;113;82;26;5;151;120;26;5;34%;46%;0%;0%
412250;412250 RONCADOR;21;16;3;2;37;30;5;2;76%;88%;67%;0%
412260;412260 RONDON;22;13;6;3;24;15;6;3;9%;15%;0%;0%
412265;412265 ROSARIO DO IVAI;13;8;3;2;11;6;3;2;-15%;-25%;0%;0%
412270;412270 SABAUDIA;12;8;2;2;12;7;3;2;0%;-13%;50%;0%
412280;412280 SALGADO FILHO;9;6;2;1;8;5;2;1;-11%;-17%;0%;0%
412290;412290 SALTO DO ITARARE;7;4;1;2;8;4;2;2;14%;0%;100%;0%
412300;412300 SALTO DO LONTRA;21;13;6;2;38;27;9;2;81%;108%;50%;0%
412310;412310 SANTA AMELIA;3;1;1;1;3;1;1;1;0%;0%;0%;0%
412320;412320 SANTA CECILIA DO PAVAO;6;3;2;1;6;4;1;1;0%;33%;-50%;0%
412330;412330 SANTA CRUZ DE MONTE CASTELO;13;9;3;1;21;15;5;1;62%;67%;67%;0%
412340;412340 SANTA FE;15;7;7;1;27;17;9;1;80%;143%;29%;0%
412350;412350 SANTA HELENA;45;27;13;5;58;40;14;4;29%;48%;8%;-20%
412360;412360 SANTA INES;3;2;0;1;3;2;0;1;0%;0%;100%;0%
412370;412370 SANTA ISABEL DO IVAI;11;4;5;2;15;8;5;2;36%;100%;0%;0%
412380;412380 SANTA IZABEL DO OESTE;23;15;6;2;36;27;7;2;57%;80%;17%;0%
412382;412382 SANTA LUCIA;4;2;1;1;5;3;1;1;25%;50%;0%;0%
412385;412385 SANTA MARIA DO OESTE;13;8;3;2;13;8;4;1;0%;0%;33%;-50%
412390;412390 SANTA MARIANA;16;8;6;2;20;9;9;2;25%;13%;50%;0%
412395;412395 SANTA MONICA;7;4;2;1;6;3;2;1;-14%;-25%;0%;0%
412400;412400 SANTANA DO ITARARE;5;2;1;2;10;5;2;3;100%;150%;100%;50%
412402;412402 SANTA TEREZA DO OESTE;11;5;4;2;15;7;6;2;36%;40%;50%;0%
412405;412405 SANTA TEREZINHA DE ITAIPU;32;18;12;2;36;22;12;2;13%;22%;0%;0%
412410;412410 SANTO ANTONIO DA PLATINA;141;95;42;4;161;113;44;4;14%;19%;5%;0%
412420;412420 SANTO ANTONIO DO CAIUA;5;1;2;2;5;1;2;2;0%;0%;0%;0%
412430;412430 SANTO ANTONIO DO PARAISO;4;1;1;2;4;1;2;1;0%;0%;100%;-50%
412440;412440 SANTO ANTONIO DO SUDOESTE;35;22;10;3;62;49;9;4;77%;123%;-10%;33%
412450;412450 SANTO INACIO;6;3;2;1;11;7;3;1;83%;133%;50%;0%
412460;412460 SAO CARLOS DO IVAI;8;3;3;2;6;2;2;2;-25%;-33%;-33%;0%
412470;412470 SAO JERONIMO DA SERRA;13;8;2;3;14;7;4;3;8%;-13%;100%;0%
412480;412480 SAO JOAO;29;15;13;1;38;23;14;1;31%;53%;8%;0%
412490;412490 SAO JOAO DO CAIUA;5;2;1;2;5;2;1;2;0%;0%;0%;0%
412500;412500 SAO JOAO DO IVAI;19;12;4;3;22;14;5;3;16%;17%;25%;0%
412510;412510 SAO JOAO DO TRIUNFO;19;14;3;2;17;10;4;3;-11%;-29%;33%;50%
412520;412520 SAO JORGE D'OESTE;21;13;6;2;28;19;8;1;33%;46%;33%;-50%
412530;412530 SAO JORGE DO IVAI;8;4;3;1;10;6;3;1;25%;50%;0%;0%
412535;412535 SAO JORGE DO PATROCINIO;17;11;4;2;20;14;4;2;18%;27%;0%;0%
412540;412540 SAO JOSE DA BOA VISTA;8;4;2;2;10;6;2;2;25%;50%;0%;0%
412545;412545 SAO JOSE DAS PALMEIRAS;6;2;2;2;7;2;2;3;17%;0%;0%;50%
412550;412550 SAO JOSE DOS PINHAIS;425;292;122;11;525;371;142;12;24%;27%;16%;9%
412555;412555 SAO MANOEL DO PARANA;3;1;1;1;3;1;1;1;0%;0%;0%;0%
412560;412560 SAO MATEUS DO SUL;94;74;18;2;109;85;20;4;16%;15%;11%;100%
412570;412570 SAO MIGUEL DO IGUACU;55;30;22;3;60;36;19;5;9%;20%;-14%;67%
412575;412575 SAO PEDRO DO IGUACU;11;6;4;1;11;5;5;1;0%;-17%;25%;0%
412580;412580 SAO PEDRO DO IVAI;21;14;5;2;12;5;6;1;-43%;-64%;20%;-50%
412590;412590 SAO PEDRO DO PARANA;5;3;1;1;6;4;1;1;20%;33%;0%;0%
412600;412600 SAO SEBASTIAO DA AMOREIRA;11;4;4;3;14;4;8;2;27%;0%;100%;-33%
412610;412610 SAO TOME;8;4;3;1;9;4;4;1;13%;0%;33%;0%
412620;412620 SAPOPEMA;12;7;2;3;16;10;3;3;33%;43%;50%;0%
412625;412625 SARANDI;75;52;19;4;95;61;30;4;27%;17%;58%;0%
412627;412627 SAUDADE DO IGUACU;6;3;2;1;8;4;3;1;33%;33%;50%;0%
412630;412630 SENGES;17;10;5;2;19;12;6;1;12%;20%;20%;-50%
412635;412635 SERRANOPOLIS DO IGUACU;5;3;1;1;5;3;1;1;0%;0%;0%;0%
412640;412640 SERTANEJA;12;7;3;2;16;9;4;3;33%;29%;33%;50%
412650;412650 SERTANOPOLIS;28;19;6;3;30;20;7;3;7%;5%;17%;0%
412660;412660 SIQUEIRA CAMPOS;45;36;6;3;51;39;9;3;13%;8%;50%;0%
412665;412665 SULINA;4;2;1;1;9;4;4;1;125%;100%;300%;0%
412667;412667 TAMARANA;18;12;3;3;17;11;3;3;-6%;-8%;0%;0%
412670;412670 TAMBOARA;7;2;3;2;7;2;3;2;0%;0%;0%;0%
412680;412680 TAPEJARA;25;15;9;1;27;18;8;1;8%;20%;-11%;0%
412690;412690 TAPIRA;10;5;4;1;11;6;4;1;10%;20%;0%;0%
412700;412700 TEIXEIRA SOARES;18;14;2;2;26;19;4;3;44%;36%;100%;50%
412710;412710 TELEMACO BORBA;149;114;30;5;140;100;30;10;-6%;-12%;0%;100%
412720;412720 TERRA BOA;27;12;11;4;50;32;14;4;85%;167%;27%;0%
412730;412730 TERRA RICA;23;12;8;3;26;17;6;3;13%;42%;-25%;0%
412740;412740 TERRA ROXA;37;27;8;2;39;25;12;2;5%;-7%;50%;0%
412750;412750 TIBAGI;22;13;7;2;16;9;5;2;-27%;-31%;-29%;0%
412760;412760 TIJUCAS DO SUL;25;18;4;3;26;17;6;3;4%;-6%;50%;0%
412770;412770 TOLEDO;497;393;96;8;696;551;135;10;40%;40%;41%;25%
412780;412780 TOMAZINA;14;10;1;3;13;8;2;3;-7%;-20%;100%;0%
412785;412785 TRES BARRAS DO PARANA;19;9;7;3;18;5;10;3;-5%;-44%;43%;0%
412788;412788 TUNAS DO PARANA;6;4;1;1;5;3;1;1;-17%;-25%;0%;0%
412790;412790 TUNEIRAS DO OESTE;15;9;4;2;14;9;3;2;-7%;0%;-25%;0%
412795;412795 TUPASSI;16;9;5;2;17;9;6;2;6%;0%;20%;0%
412796;412796 TURVO;14;8;4;2;28;21;4;3;100%;163%;0%;50%
412800;412800 UBIRATA;57;31;21;5;91;55;31;5;60%;77%;48%;0%
412810;412810 UMUARAMA;476;321;143;12;754;538;203;13;58%;68%;42%;8%
412820;412820 UNIAO DA VITORIA;189;141;41;7;223;158;55;10;18%;12%;34%;43%
412830;412830 UNIFLOR;3;2;0;1;2;1;0;1;-33%;-50%;100%;0%
412840;412840 URAI;14;6;5;3;14;5;6;3;0%;-17%;20%;0%
412850;412850 WENCESLAU BRAZ;29;18;9;2;30;18;10;2;3%;0%;11%;0%
412853;412853 VENTANIA;9;5;3;1;11;7;3;1;22%;40%;0%;0%
412855;412855 VERA CRUZ DO OESTE;17;11;4;2;20;12;5;3;18%;9%;25%;50%
412860;412860 VERE;14;8;4;2;24;18;4;2;71%;125%;0%;0%
412862;412862 ALTO PARAISO;5;3;1;1;5;3;1;1;0%;0%;0%;0%
412863;412863 DOUTOR ULYSSES;10;9;0;1;12;9;2;1;20%;0%;100%;0%
412865;412865 VIRMOND;5;3;1;1;6;3;2;1;20%;0%;100%;0%
412870;412870 VITORINO;8;5;2;1;10;6;3;1;25%;20%;50%;0%
412880;412880 XAMBRE;7;5;1;1;8;6;1;1;14%;20%;0%;0%
420005;420005 ABDON BATISTA;5;2;1;2;7;2;3;2;40%;0%;200%;0%
420010;420010 ABELARDO LUZ;43;28;12;3;65;48;14;3;51%;71%;17%;0%
420020;420020 AGROLANDIA;17;11;3;3;27;17;7;3;59%;55%;133%;0%
420030;420030 AGRONOMICA;6;4;0;2;7;4;1;2;17%;0%;100%;0%
420040;420040 AGUA DOCE;18;9;5;4;24;13;7;4;33%;44%;40%;0%
420050;420050 AGUAS DE CHAPECO;8;5;1;2;12;5;5;2;50%;0%;400%;0%
420055;420055 AGUAS FRIAS;7;5;0;2;9;4;3;2;29%;-20%;100%;0%
420060;420060 AGUAS MORNAS;5;2;1;2;10;2;6;2;100%;0%;500%;0%
420070;420070 ALFREDO WAGNER;15;7;5;3;15;5;7;3;0%;-29%;40%;0%
420075;420075 ALTO BELA VISTA;7;5;0;2;2;1;0;1;-71%;-80%;100%;-50%
420080;420080 ANCHIETA;10;5;3;2;14;8;4;2;40%;60%;33%;0%
420090;420090 ANGELINA;9;5;2;2;9;5;2;2;0%;0%;0%;0%
420100;420100 ANITA GARIBALDI;15;8;4;3;16;7;6;3;7%;-13%;50%;0%
420110;420110 ANITAPOLIS;4;1;0;3;12;1;7;4;200%;0%;100%;33%
420120;420120 ANTONIO CARLOS;10;5;4;1;31;19;11;1;210%;280%;175%;0%
420125;420125 APIUNA;14;8;4;2;19;10;7;2;36%;25%;75%;0%
420127;420127 ARABUTA;8;2;3;3;12;5;4;3;50%;150%;33%;0%
420130;420130 ARAQUARI;24;15;7;2;43;17;24;2;79%;13%;243%;0%
420140;420140 ARARANGUA;210;133;72;5;206;101;98;7;-2%;-24%;36%;40%
420150;420150 ARMAZEM;11;3;5;3;15;5;8;2;36%;67%;60%;-33%
420160;420160 ARROIO TRINTA;10;5;2;3;18;8;7;3;80%;60%;250%;0%
420165;420165 ARVOREDO;3;1;0;2;4;2;0;2;33%;100%;100%;0%
420170;420170 ASCURRA;17;12;2;3;22;15;4;3;29%;25%;100%;0%
420180;420180 ATALANTA;3;1;0;2;4;2;0;2;33%;100%;100%;0%
420190;420190 AURORA;5;1;2;2;8;3;3;2;60%;200%;50%;0%
420195;420195 BALNEARIO ARROIO DO SILVA;10;4;4;2;21;12;7;2;110%;200%;75%;0%
420200;420200 BALNEARIO CAMBORIU;643;490;143;10;222;100;110;12;-65%;-80%;-23%;20%
420205;420205 BALNEARIO BARRA DO SUL;8;5;2;1;13;8;4;1;63%;60%;100%;0%
420207;420207 BALNEARIO GAIVOTA;11;8;1;2;22;15;5;2;100%;88%;400%;0%
420208;420208 BANDEIRANTE;5;3;0;2;5;3;0;2;0%;0%;100%;0%
420209;420209 BARRA BONITA;4;2;0;2;5;2;1;2;25%;0%;100%;0%
420210;420210 BARRA VELHA;42;22;18;2;63;37;24;2;50%;68%;33%;0%
420213;420213 BELA VISTA DO TOLDO;16;9;4;3;17;11;4;2;6%;22%;0%;-33%
420215;420215 BELMONTE;5;4;0;1;9;5;3;1;80%;25%;100%;0%
420220;420220 BENEDITO NOVO;21;12;6;3;24;13;8;3;14%;8%;33%;0%
420230;420230 BIGUACU;77;45;28;4;124;69;50;5;61%;53%;79%;25%
420240;420240 BLUMENAU;1058;808;234;16;1096;671;408;17;4%;-17%;74%;6%
420243;420243 BOCAINA DO SUL;9;6;1;2;16;9;4;3;78%;50%;300%;50%
420245;420245 BOMBINHAS;21;12;6;3;51;34;14;3;143%;183%;133%;0%
420250;420250 BOM JARDIM DA SERRA;5;2;1;2;6;1;3;2;20%;-50%;200%;0%
420253;420253 BOM JESUS;6;3;1;2;5;2;1;2;-17%;-33%;0%;0%
420257;420257 BOM JESUS DO OESTE;3;1;0;2;5;1;2;2;67%;0%;100%;0%
420260;420260 BOM RETIRO;18;9;6;3;19;10;6;3;6%;11%;0%;0%
420270;420270 BOTUVERA;7;5;0;2;10;7;1;2;43%;40%;100%;0%
420280;420280 BRACO DO NORTE;63;40;19;4;118;80;34;4;87%;100%;79%;0%
420285;420285 BRACO DO TROMBUDO;6;4;0;2;8;6;0;2;33%;50%;100%;0%
420287;420287 BRUNOPOLIS;5;3;0;2;6;3;2;1;20%;0%;100%;-50%
420290;420290 BRUSQUE;266;151;107;8;358;193;157;8;35%;28%;47%;0%
420300;420300 CACADOR;141;95;43;3;272;211;56;5;93%;122%;30%;67%
420310;420310 CAIBI;18;10;5;3;22;11;8;3;22%;10%;60%;0%
420315;420315 CALMON;4;3;0;1;8;4;3;1;100%;33%;100%;0%
420320;420320 CAMBORIU;57;30;21;6;99;61;29;9;74%;103%;38%;50%
420325;420325 CAPAO ALTO;2;1;0;1;4;2;0;2;100%;100%;100%;100%
420330;420330 CAMPO ALEGRE;14;10;2;2;15;9;4;2;7%;-10%;100%;0%
420340;420340 CAMPO BELO DO SUL;15;7;4;4;20;9;6;5;33%;29%;50%;25%
420350;420350 CAMPO ERE;22;14;5;3;24;13;8;3;9%;-7%;60%;0%
420360;420360 CAMPOS NOVOS;105;80;20;5;128;101;22;5;22%;26%;10%;0%
420370;420370 CANELINHA;20;15;3;2;20;15;3;2;0%;0%;0%;0%
420380;420380 CANOINHAS;157;118;32;7;226;170;50;6;44%;44%;56%;-14%
420390;420390 CAPINZAL;71;59;10;2;95;78;14;3;34%;32%;40%;50%
420395;420395 CAPIVARI DE BAIXO;29;17;9;3;38;22;13;3;31%;29%;44%;0%
420400;420400 CATANDUVAS;21;13;4;4;33;21;8;4;57%;62%;100%;0%
420410;420410 CAXAMBU DO SUL;12;8;2;2;13;7;3;3;8%;-13%;50%;50%
420415;420415 CELSO RAMOS;6;4;0;2;8;5;1;2;33%;25%;100%;0%
420417;420417 CERRO NEGRO;2;2;0;0;7;4;2;1;250%;100%;100%;100%
420419;420419 CHAPADAO DO LAGEADO;6;4;0;2;5;2;1;2;-17%;-50%;100%;0%
420420;420420 CHAPECO;728;599;118;11;999;766;219;14;37%;28%;86%;27%
420425;420425 COCAL DO SUL;33;20;11;2;60;35;23;2;82%;75%;109%;0%
420430;420430 CONCORDIA;240;191;44;5;325;264;55;6;35%;38%;25%;20%
420435;420435 CORDILHEIRA ALTA;4;2;0;2;5;2;1;2;25%;0%;100%;0%
420440;420440 CORONEL FREITAS;28;21;4;3;27;20;4;3;-4%;-5%;0%;0%
420445;420445 CORONEL MARTINS;6;3;1;2;7;4;1;2;17%;33%;0%;0%
420450;420450 CORUPA;31;25;5;1;39;28;9;2;26%;12%;80%;100%
420455;420455 CORREIA PINTO;21;11;7;3;36;22;12;2;71%;100%;71%;-33%
420460;420460 CRICIUMA;578;436;128;14;811;594;204;13;40%;36%;59%;-7%
420470;420470 CUNHA PORA;30;15;12;3;34;19;12;3;13%;27%;0%;0%
420475;420475 CUNHATAI;4;3;0;1;6;3;1;2;50%;0%;100%;100%
420480;420480 CURITIBANOS;135;112;17;6;189;162;21;6;40%;45%;24%;0%
420490;420490 DESCANSO;17;11;3;3;22;13;5;4;29%;18%;67%;33%
420500;420500 DIONISIO CERQUEIRA;34;16;11;7;40;21;14;5;18%;31%;27%;-29%
420510;420510 DONA EMMA;7;5;0;2;10;7;1;2;43%;40%;100%;0%
420515;420515 DOUTOR PEDRINHO;3;2;0;1;5;2;1;2;67%;0%;100%;100%
420517;420517 ENTRE RIOS;5;4;0;1;6;5;0;1;20%;25%;100%;0%
420519;420519 ERMO;5;3;0;2;8;4;2;2;60%;33%;100%;0%
420520;420520 ERVAL VELHO;10;4;3;3;13;7;4;2;30%;75%;33%;-33%
420530;420530 FAXINAL DOS GUEDES;27;19;5;3;36;23;10;3;33%;21%;100%;0%
420535;420535 FLOR DO SERTAO;4;2;0;2;4;2;0;2;0%;0%;100%;0%
420540;420540 FLORIANOPOLIS;1258;707;504;47;2129;1475;605;49;69%;109%;20%;4%
420543;420543 FORMOSA DO SUL;6;3;1;2;10;5;3;2;67%;67%;200%;0%
420545;420545 FORQUILHINHA;32;16;13;3;46;27;16;3;44%;69%;23%;0%
420550;420550 FRAIBURGO;126;101;21;4;139;104;30;5;10%;3%;43%;25%
420555;420555 FREI ROGERIO;2;1;0;1;2;1;0;1;0%;0%;100%;0%
420560;420560 GALVAO;4;1;1;2;7;2;3;2;75%;100%;200%;0%
420570;420570 GAROPABA;41;22;17;2;50;25;23;2;22%;14%;35%;0%
420580;420580 GARUVA;21;12;7;2;43;22;19;2;105%;83%;171%;0%
420590;420590 GASPAR;110;75;32;3;145;92;49;4;32%;23%;53%;33%
420600;420600 GOVERNADOR CELSO RAMOS;13;10;2;1;20;13;5;2;54%;30%;150%;100%
420610;420610 GRAO PARA;12;7;3;2;12;7;3;2;0%;0%;0%;0%
420620;420620 GRAVATAL;17;10;5;2;25;15;8;2;47%;50%;60%;0%
420630;420630 GUABIRUBA;30;14;13;3;43;22;19;2;43%;57%;46%;-33%
420640;420640 GUARACIABA;23;16;4;3;31;17;11;3;35%;6%;175%;0%
420650;420650 GUARAMIRIM;75;64;7;4;91;74;13;4;21%;16%;86%;0%
420660;420660 GUARUJA DO SUL;10;4;3;3;13;7;3;3;30%;75%;0%;0%
420665;420665 GUATAMBU;4;2;0;2;6;4;0;2;50%;100%;100%;0%
420670;420670 HERVAL D'OESTE;22;13;7;2;35;22;11;2;59%;69%;57%;0%
420675;420675 IBIAM;6;3;1;2;7;3;2;2;17%;0%;100%;0%
420680;420680 IBICARE;6;2;1;3;8;2;4;2;33%;0%;300%;-33%
420690;420690 IBIRAMA;47;26;16;5;50;27;17;6;6%;4%;6%;20%
420700;420700 ICARA;89;50;35;4;176;97;75;4;98%;94%;114%;0%
420710;420710 ILHOTA;13;10;1;2;20;14;4;2;54%;40%;300%;0%
420720;420720 IMARUI;19;12;4;3;26;18;5;3;37%;50%;25%;0%
420730;420730 IMBITUBA;108;72;31;5;142;90;46;6;31%;25%;48%;20%
420740;420740 IMBUIA;5;2;0;3;11;5;4;2;120%;150%;100%;-33%
420750;420750 INDAIAL;104;74;25;5;178;127;46;5;71%;72%;84%;0%
420757;420757 IOMERE;6;4;0;2;7;2;2;3;17%;-50%;100%;50%
420760;420760 IPIRA;14;6;5;3;15;6;6;3;7%;0%;20%;0%
420765;420765 IPORA DO OESTE;26;19;4;3;40;21;16;3;54%;11%;300%;0%
420768;420768 IPUACU;9;5;1;3;12;6;4;2;33%;20%;300%;-33%
420770;420770 IPUMIRIM;14;7;4;3;16;6;7;3;14%;-14%;75%;0%
420775;420775 IRACEMINHA;9;5;2;2;9;6;1;2;0%;20%;-50%;0%
420780;420780 IRANI;20;9;8;3;29;19;8;2;45%;111%;0%;-33%
420785;420785 IRATI;4;2;0;2;5;2;1;2;25%;0%;100%;0%
420790;420790 IRINEOPOLIS;15;6;5;4;21;10;7;4;40%;67%;40%;0%
420800;420800 ITA;28;19;6;3;40;27;9;4;43%;42%;50%;33%
420810;420810 ITAIOPOLIS;32;16;12;4;52;34;14;4;63%;113%;17%;0%
420820;420820 ITAJAI;787;565;214;8;1365;975;360;30;73%;73%;68%;275%
420830;420830 ITAPEMA;175;135;36;4;385;312;67;6;120%;131%;86%;50%
420840;420840 ITAPIRANGA;34;18;11;5;36;19;12;5;6%;6%;9%;0%
420845;420845 ITAPOA;25;16;6;3;50;33;13;4;100%;106%;117%;33%
420850;420850 ITUPORANGA;58;35;17;6;78;56;17;5;34%;60%;0%;-17%
420860;420860 JABORA;11;6;2;3;12;6;3;3;9%;0%;50%;0%
420870;420870 JACINTO MACHADO;23;15;5;3;31;20;8;3;35%;33%;60%;0%
420880;420880 JAGUARUNA;41;31;7;3;70;55;12;3;71%;77%;71%;0%
420890;420890 JARAGUA DO SUL;569;476;86;7;736;622;107;7;29%;31%;24%;0%
420895;420895 JARDINOPOLIS;6;3;1;2;7;3;2;2;17%;0%;100%;0%
420900;420900 JOACABA;293;246;36;11;392;324;55;13;34%;32%;53%;18%
420910;420910 JOINVILLE;1373;963;391;19;1580;998;559;23;15%;4%;43%;21%
420915;420915 JOSE BOITEUX;7;3;2;2;9;3;4;2;29%;0%;100%;0%
420917;420917 JUPIA;4;2;0;2;4;2;0;2;0%;0%;100%;0%
420920;420920 LACERDOPOLIS;5;2;1;2;6;2;2;2;20%;0%;100%;0%
420930;420930 LAGES;626;486;129;11;1023;814;194;15;63%;67%;50%;36%
420940;420940 LAGUNA;81;51;25;5;96;57;35;4;19%;12%;40%;-20%
420945;420945 LAJEADO GRANDE;4;2;0;2;4;2;1;1;0%;0%;100%;-50%
420950;420950 LAURENTINO;9;6;1;2;17;11;4;2;89%;83%;300%;0%
420960;420960 LAURO MULLER;29;16;9;4;30;18;8;4;3%;13%;-11%;0%
420970;420970 LEBON REGIS;11;5;3;3;16;6;7;3;45%;20%;133%;0%
420980;420980 LEOBERTO LEAL;4;3;0;1;7;5;1;1;75%;67%;100%;0%
420985;420985 LINDOIA DO SUL;6;3;0;3;8;4;1;3;33%;33%;100%;0%
420990;420990 LONTRAS;9;4;2;3;20;10;7;3;122%;150%;250%;0%
421000;421000 LUIZ ALVES;30;22;4;4;35;25;6;4;17%;14%;50%;0%
421003;421003 LUZERNA;8;4;1;3;14;7;4;3;75%;75%;300%;0%
421005;421005 MACIEIRA;5;3;0;2;6;3;1;2;20%;0%;100%;0%
421010;421010 MAFRA;135;91;38;6;200;125;69;6;48%;37%;82%;0%
421020;421020 MAJOR GERCINO;10;8;1;1;5;3;1;1;-50%;-63%;0%;0%
421030;421030 MAJOR VIEIRA;6;2;2;2;14;5;5;4;133%;150%;150%;100%
421040;421040 MARACAJA;11;5;4;2;9;2;5;2;-18%;-60%;25%;0%
421050;421050 MARAVILHA;87;57;25;5;121;88;29;4;39%;54%;16%;-20%
421055;421055 MAREMA;3;1;0;2;4;2;0;2;33%;100%;100%;0%
421060;421060 MASSARANDUBA;38;30;5;3;32;21;8;3;-16%;-30%;60%;0%
421070;421070 MATOS COSTA;8;5;1;2;8;5;2;1;0%;0%;100%;-50%
421080;421080 MELEIRO;16;8;4;4;27;17;6;4;69%;113%;50%;0%
421085;421085 MIRIM DOCE;5;3;0;2;5;3;0;2;0%;0%;100%;0%
421090;421090 MODELO;9;4;2;3;13;3;7;3;44%;-25%;250%;0%
421100;421100 MONDAI;25;12;10;3;38;17;18;3;52%;42%;80%;0%
421105;421105 MONTE CARLO;18;12;4;2;28;17;9;2;56%;42%;125%;0%
421110;421110 MONTE CASTELO;15;8;5;2;16;7;7;2;7%;-13%;40%;0%
421120;421120 MORRO DA FUMACA;22;11;7;4;39;21;14;4;77%;91%;100%;0%
421125;421125 MORRO GRANDE;5;2;1;2;8;4;2;2;60%;100%;100%;0%
421130;421130 NAVEGANTES;98;69;24;5;146;97;45;4;49%;41%;88%;-20%
421140;421140 NOVA ERECHIM;14;9;2;3;18;12;3;3;29%;33%;50%;0%
421145;421145 NOVA ITABERABA;8;6;0;2;11;8;1;2;38%;33%;100%;0%
421150;421150 NOVA TRENTO;22;12;7;3;25;12;10;3;14%;0%;43%;0%
421160;421160 NOVA VENEZA;33;23;7;3;41;24;14;3;24%;4%;100%;0%
421165;421165 NOVO HORIZONTE;3;1;0;2;3;1;0;2;0%;0%;100%;0%
421170;421170 ORLEANS;54;32;18;4;94;68;22;4;74%;113%;22%;0%
421175;421175 OTACILIO COSTA;26;16;6;4;56;35;17;4;115%;119%;183%;0%
421180;421180 OURO;12;8;2;2;19;13;4;2;58%;63%;100%;0%
421185;421185 OURO VERDE;4;1;1;2;6;1;3;2;50%;0%;200%;0%
421187;421187 PAIAL;4;1;1;2;5;1;2;2;25%;0%;100%;0%
421189;421189 PAINEL;3;1;1;1;6;3;1;2;100%;200%;0%;100%
421190;421190 PALHOCA;136;80;49;7;289;178;103;8;113%;123%;110%;14%
421200;421200 PALMA SOLA;14;8;3;3;18;11;4;3;29%;38%;33%;0%
421205;421205 PALMEIRA;4;3;0;1;7;4;1;2;75%;33%;100%;100%
421210;421210 PALMITOS;38;22;12;4;50;34;12;4;32%;55%;0%;0%
421220;421220 PAPANDUVA;27;20;4;3;32;20;8;4;19%;0%;100%;33%
421223;421223 PARAISO;7;5;0;2;11;5;4;2;57%;0%;100%;0%
421225;421225 PASSO DE TORRES;8;4;2;2;8;3;3;2;0%;-25%;50%;0%
421227;421227 PASSOS MAIA;11;7;2;2;11;7;2;2;0%;0%;0%;0%
421230;421230 PAULO LOPES;6;3;2;1;8;5;2;1;33%;67%;0%;0%
421240;421240 PEDRAS GRANDES;10;8;0;2;13;10;1;2;30%;25%;100%;0%
421250;421250 PENHA;36;25;7;4;59;38;18;3;64%;52%;157%;-25%
421260;421260 PERITIBA;5;1;1;3;10;3;4;3;100%;200%;300%;0%
421265;421265 PESCARIA BRAVA;11;8;1;2;10;5;3;2;-9%;-38%;200%;0%
421270;421270 PETROLANDIA;8;5;0;3;9;6;0;3;13%;20%;100%;0%
421280;421280 BALNEARIO PICARRAS;42;35;5;2;64;49;13;2;52%;40%;160%;0%
421290;421290 PINHALZINHO;95;81;12;2;129;105;21;3;36%;30%;75%;50%
421300;421300 PINHEIRO PRETO;5;2;1;2;8;6;1;1;60%;200%;0%;-50%
421310;421310 PIRATUBA;10;5;3;2;13;7;4;2;30%;40%;33%;0%
421315;421315 PLANALTO ALEGRE;10;8;0;2;10;6;2;2;0%;-25%;100%;0%
421320;421320 POMERODE;81;66;12;3;113;90;18;5;40%;36%;50%;67%
421330;421330 PONTE ALTA;8;5;1;2;12;6;3;3;50%;20%;200%;50%
421335;421335 PONTE ALTA DO NORTE;6;4;1;1;8;5;1;2;33%;25%;0%;100%
421340;421340 PONTE SERRADA;25;12;9;4;30;18;8;4;20%;50%;-11%;0%
421350;421350 PORTO BELO;31;16;13;2;41;20;19;2;32%;25%;46%;0%
421360;421360 PORTO UNIAO;127;80;43;4;140;83;53;4;10%;4%;23%;0%
421370;421370 POUSO REDONDO;27;15;9;3;31;17;11;3;15%;13%;22%;0%
