ID;codmun6num;municipnascanomalia;anomcong2014;anomcong2015;anomcong2016;anomcong2017;anomcong2018;anomcong2019;anomcong2020;anomcong2021;anomcong2022;anomcong2023
mun3207;330210;330210 ITAOCARA;3;1;-;2;2;3;4;1;-;-
mun3208;330220;330220 ITAPERUNA;7;6;8;15;13;11;10;15;10;10
mun3209;330225;330225 ITATIAIA;7;3;2;2;-;3;2;2;2;6
mun3210;330227;330227 JAPERI;11;9;17;7;6;11;5;6;4;7
mun3211;330230;330230 LAJE DO MURIAE;1;-;3;-;-;1;-;-;-;-
mun3212;330240;330240 MACAE;11;11;16;16;11;15;7;7;11;7
mun3213;330245;330245 MACUCO;1;1;2;-;1;-;2;-;-;4
mun3214;330250;330250 MAGE;26;33;39;21;33;25;21;23;22;8
mun3215;330260;330260 MANGARATIBA;4;10;5;2;3;-;2;1;3;1
mun3216;330270;330270 MARICA;6;9;7;11;9;20;15;9;13;16
mun3217;330280;330280 MENDES;1;2;-;3;-;-;2;1;-;2
mun3218;330285;330285 MESQUITA;15;15;26;15;15;13;15;15;9;11
mun3219;330290;330290 MIGUEL PEREIRA;1;3;6;-;5;1;5;1;2;4
mun3220;330300;330300 MIRACEMA;5;6;7;4;4;2;2;2;1;4
mun3221;330310;330310 NATIVIDADE;2;7;2;3;2;1;1;1;1;3
mun3222;330320;330320 NILOPOLIS;14;18;7;18;10;13;18;10;11;11
mun3223;330330;330330 NITEROI;49;26;55;45;35;42;42;41;33;28
mun3224;330340;330340 NOVA FRIBURGO;11;8;18;10;15;15;20;15;6;9
mun3225;330350;330350 NOVA IGUACU;53;66;57;60;51;48;62;51;46;64
mun3226;330360;330360 PARACAMBI;3;3;2;6;2;-;1;6;1;2
mun3227;330370;330370 PARAIBA DO SUL;1;4;2;5;2;3;1;6;1;1
mun3228;330380;330380 PARATY;6;2;-;2;2;1;-;1;-;1
mun3229;330385;330385 PATY DO ALFERES;2;7;-;9;7;4;3;2;-;2
mun3230;330390;330390 PETROPOLIS;51;63;52;37;35;50;55;32;33;30
mun3231;330395;330395 PINHEIRAL;2;4;5;3;1;3;3;2;-;2
mun3232;330400;330400 PIRAI;3;6;8;4;3;-;2;1;3;3
mun3233;330410;330410 PORCIUNCULA;-;2;3;3;4;2;-;-;-;1
mun3234;330411;330411 PORTO REAL;4;1;1;8;2;5;1;4;-;-
mun3235;330412;330412 QUATIS;3;-;-;1;2;-;1;1;1;1
mun3236;330414;330414 QUEIMADOS;13;12;11;13;15;18;17;5;7;10
mun3237;330415;330415 QUISSAMA;2;4;3;1;-;2;2;2;2;1
mun3238;330420;330420 RESENDE;6;4;10;5;6;7;10;16;10;7
mun3239;330430;330430 RIO BONITO;9;8;6;4;6;4;4;8;4;2
mun3240;330440;330440 RIO CLARO;7;1;-;2;1;1;-;-;-;4
mun3241;330450;330450 RIO DAS FLORES;-;1;-;-;-;1;3;-;1;2
mun3242;330452;330452 RIO DAS OSTRAS;17;9;13;15;8;13;9;8;7;11
mun3243;330455;330455 RIO DE JANEIRO;707;726;775;616;639;512;496;472;406;425
mun3244;330460;330460 SANTA MARIA MADALENA;-;1;1;-;-;-;-;-;1;1
mun3245;330470;330470 SANTO ANTONIO DE PADUA;1;-;3;1;1;1;-;-;-;2
mun3246;330475;330475 SAO FRANCISCO DE ITABAPOANA;-;3;3;2;3;7;2;9;5;6
mun3247;330480;330480 SAO FIDELIS;1;3;4;5;2;2;4;2;3;1
mun3248;330490;330490 SAO GONCALO;69;70;69;35;68;53;55;43;37;40
mun3249;330500;330500 SAO JOAO DA BARRA;1;2;4;3;4;4;6;5;4;6
mun3250;330510;330510 SAO JOAO DE MERITI;38;51;46;25;38;34;39;29;38;32
mun3251;330513;330513 SAO JOSE DE UBA;-;-;-;-;-;-;1;3;2;2
mun3252;330515;330515 SAO JOSE DO VALE DO RIO PRETO;2;2;6;3;2;1;1;7;3;3
mun3253;330520;330520 SAO PEDRO DA ALDEIA;6;10;17;9;3;9;15;3;10;7
mun3254;330530;330530 SAO SEBASTIAO DO ALTO;-;-;-;-;1;2;1;-;-;-
mun3255;330540;330540 SAPUCAIA;1;3;1;3;2;1;-;2;-;1
mun3256;330550;330550 SAQUAREMA;4;19;23;21;15;9;5;4;14;11
mun3257;330555;330555 SEROPEDICA;9;4;4;2;3;4;4;5;5;7
mun3258;330560;330560 SILVA JARDIM;1;3;-;2;1;2;-;3;3;-
mun3259;330570;330570 SUMIDOURO;4;3;3;4;4;1;1;-;1;-
mun3260;330575;330575 TANGUA;3;5;6;3;2;4;3;4;1;1
mun3261;330580;330580 TERESOPOLIS;27;13;19;17;17;14;14;15;24;13
mun3262;330590;330590 TRAJANO DE MORAES;-;-;-;-;-;1;-;1;1;-
mun3263;330600;330600 TRES RIOS;5;4;7;8;9;4;3;3;3;1
mun3264;330610;330610 VALENCA;4;7;3;3;6;7;2;7;2;4
mun3265;330615;330615 VARRE-SAI;-;-;2;-;1;2;1;1;4;-
mun3266;330620;330620 VASSOURAS;2;3;1;3;5;6;2;9;6;4
mun3267;330630;330630 VOLTA REDONDA;15;19;26;19;21;20;19;20;29;27
mun3268;350010;350010 ADAMANTINA;7;7;7;6;5;3;3;2;2;6
mun3269;350020;350020 ADOLFO;-;-;-;-;-;-;-;2;1;-
mun3270;350030;350030 AGUAI;6;2;4;2;1;3;5;6;5;-
mun3271;350040;350040 AGUAS DA PRATA;-;-;1;-;-;-;-;-;1;2
mun3272;350050;350050 AGUAS DE LINDOIA;2;-;3;4;7;1;5;2;4;2
mun3273;350055;350055 AGUAS DE SANTA BARBARA;-;-;1;-;-;-;2;2;1;1
mun3274;350060;350060 AGUAS DE SAO PEDRO;-;1;2;-;-;-;-;-;-;2
mun3275;350070;350070 AGUDOS;2;5;4;7;1;6;3;2;1;1
mun3276;350075;350075 ALAMBARI;-;1;1;1;2;1;-;1;-;-
mun3277;350080;350080 ALFREDO MARCONDES;1;-;2;-;1;1;2;1;-;-
mun3278;350090;350090 ALTAIR;-;-;-;-;-;1;-;-;-;-
mun3279;350100;350100 ALTINOPOLIS;2;3;1;2;4;3;5;3;1;3
mun3280;350110;350110 ALTO ALEGRE;-;-;1;1;1;-;-;-;1;-
mun3281;350115;350115 ALUMINIO;-;1;-;6;1;-;1;1;2;5
mun3282;350120;350120 ALVARES FLORENCE;-;1;-;-;-;-;-;-;-;-
mun3283;350130;350130 ALVARES MACHADO;1;3;6;4;4;6;4;2;5;3
mun3284;350140;350140 ALVARO DE CARVALHO;-;1;1;-;1;-;-;-;1;-
mun3285;350150;350150 ALVINLANDIA;-;-;-;1;2;-;-;-;1;-
mun3286;350160;350160 AMERICANA;34;31;18;28;25;38;20;33;30;27
mun3287;350170;350170 AMERICO BRASILIENSE;10;10;4;4;4;5;7;4;2;-
mun3288;350180;350180 AMERICO DE CAMPOS;-;1;-;1;1;-;1;-;-;-
mun3289;350190;350190 AMPARO;6;3;5;5;8;8;7;2;8;9
mun3290;350200;350200 ANALANDIA;-;2;2;3;1;-;-;-;-;2
mun3291;350210;350210 ANDRADINA;3;2;3;2;3;4;-;3;-;1
mun3292;350220;350220 ANGATUBA;3;2;5;1;1;5;5;2;1;7
mun3293;350230;350230 ANHEMBI;-;-;1;-;2;2;1;2;1;1
mun3294;350240;350240 ANHUMAS;4;-;-;-;-;-;-;2;-;-
mun3295;350250;350250 APARECIDA;3;4;7;4;2;2;1;2;2;5
mun3296;350260;350260 APARECIDA D'OESTE;-;-;-;-;-;-;-;1;1;1
mun3297;350270;350270 APIAI;6;2;7;5;8;2;7;2;4;2
mun3298;350275;350275 ARACARIGUAMA;3;1;-;2;4;2;1;3;2;2
mun3299;350280;350280 ARACATUBA;20;29;18;31;21;23;16;11;12;19
mun3300;350290;350290 ARACOIABA DA SERRA;2;3;8;6;2;4;6;4;1;2
mun3301;350300;350300 ARAMINA;-;-;-;1;1;1;-;-;1;-
mun3302;350310;350310 ARANDU;1;-;-;1;1;1;-;-;3;2
mun3303;350315;350315 ARAPEI;-;-;-;-;1;-;1;-;-;-
mun3304;350320;350320 ARARAQUARA;27;17;23;26;25;25;29;13;18;31
mun3305;350330;350330 ARARAS;26;16;19;16;25;20;12;18;31;21
mun3306;350335;350335 ARCO-IRIS;-;-;-;-;-;-;-;-;-;1
mun3307;350340;350340 AREALVA;-;2;-;-;-;-;-;1;-;1
mun3308;350350;350350 AREIAS;-;-;1;1;1;1;-;-;-;-
mun3309;350360;350360 AREIOPOLIS;3;1;2;3;-;1;2;3;2;1
mun3310;350370;350370 ARIRANHA;1;4;1;-;-;-;-;-;1;-
mun3311;350380;350380 ARTUR NOGUEIRA;3;8;3;6;5;9;8;1;5;6
mun3312;350390;350390 ARUJA;10;12;25;17;18;14;17;17;14;16
mun3313;350395;350395 ASPASIA;-;-;1;1;-;-;-;-;-;-
mun3314;350400;350400 ASSIS;14;8;11;15;14;20;14;9;8;10
mun3315;350410;350410 ATIBAIA;28;22;24;12;17;10;19;18;12;21
mun3316;350420;350420 AURIFLAMA;2;-;-;1;-;2;-;1;2;1
mun3317;350430;350430 AVAI;2;2;1;2;-;-;1;1;1;-
mun3318;350440;350440 AVANHANDAVA;4;1;2;4;1;-;3;-;1;1
mun3319;350450;350450 AVARE;3;7;7;6;7;1;8;13;12;9
mun3320;350460;350460 BADY BASSITT;3;3;2;-;1;4;6;5;1;1
mun3321;350470;350470 BALBINOS;-;-;-;-;-;1;-;-;-;-
mun3322;350480;350480 BALSAMO;-;-;1;2;1;1;1;1;-;2
mun3323;350490;350490 BANANAL;-;2;1;1;1;-;-;1;-;1
mun3324;350500;350500 BARAO DE ANTONINA;-;-;-;-;1;1;1;-;1;-
mun3325;350510;350510 BARBOSA;2;-;1;-;1;-;-;1;-;-
mun3326;350520;350520 BARIRI;3;4;4;3;2;5;5;5;3;2
mun3327;350530;350530 BARRA BONITA;1;1;3;4;1;1;1;2;2;-
mun3328;350535;350535 BARRA DO CHAPEU;3;-;-;2;-;1;1;-;1;4
mun3329;350540;350540 BARRA DO TURVO;1;-;-;2;1;-;1;-;1;2
mun3330;350550;350550 BARRETOS;2;10;15;7;12;8;4;19;11;16
mun3331;350560;350560 BARRINHA;9;6;8;4;5;3;3;3;5;4
mun3332;350570;350570 BARUERI;38;42;51;63;46;39;56;54;46;46
mun3333;350580;350580 BASTOS;1;3;1;-;1;1;2;2;-;2
mun3334;350590;350590 BATATAIS;14;11;16;15;16;13;15;17;14;11
mun3335;350600;350600 BAURU;50;50;37;56;35;43;41;48;42;53
mun3336;350610;350610 BEBEDOURO;11;9;11;12;7;-;6;13;15;4
mun3337;350620;350620 BENTO DE ABREU;-;1;1;-;1;-;1;-;-;-
mun3338;350630;350630 BERNARDINO DE CAMPOS;1;1;2;-;-;2;-;-;1;-
mun3339;350635;350635 BERTIOGA;6;9;11;2;8;3;5;9;7;7
mun3340;350640;350640 BILAC;3;-;-;1;-;-;2;-;-;-
mun3341;350650;350650 BIRIGUI;22;20;31;49;23;26;22;21;13;14
mun3342;350660;350660 BIRITIBA-MIRIM;3;6;2;2;1;6;3;2;2;4
mun3343;350670;350670 BOA ESPERANCA DO SUL;1;2;-;1;-;2;1;-;-;1
mun3344;350680;350680 BOCAINA;-;1;4;2;-;1;1;-;-;-
mun3345;350690;350690 BOFETE;4;-;-;1;3;6;-;2;2;3
mun3346;350700;350700 BOITUVA;6;4;3;10;10;2;10;3;8;8
mun3347;350710;350710 BOM JESUS DOS PERDOES;4;1;4;5;5;5;1;4;4;3
mun3348;350715;350715 BOM SUCESSO DE ITARARE;2;2;4;1;1;1;1;1;2;1
mun3350;350730;350730 BORACEIA;-;-;-;-;3;3;1;-;-;-
mun3351;350740;350740 BORBOREMA;1;-;3;3;3;-;2;1;-;-
mun3352;350745;350745 BOREBI;-;-;-;1;-;-;1;1;-;1
mun3353;350750;350750 BOTUCATU;14;17;25;20;33;28;19;24;27;10
mun3354;350760;350760 BRAGANCA PAULISTA;20;24;21;31;21;27;18;20;31;20
mun3355;350770;350770 BRAUNA;-;-;2;4;1;-;-;1;-;-
mun3356;350775;350775 BREJO ALEGRE;1;-;-;1;-;-;-;-;1;-
mun3357;350780;350780 BRODOWSKI;-;7;3;5;4;3;11;5;6;5
mun3358;350790;350790 BROTAS;2;4;1;1;4;1;3;8;2;1
mun3359;350800;350800 BURI;5;1;2;9;4;5;3;4;2;3
mun3360;350810;350810 BURITAMA;2;1;4;-;2;1;1;-;-;-
mun3361;350820;350820 BURITIZAL;-;2;-;-;1;-;-;-;-;-
mun3362;350830;350830 CABRALIA PAULISTA;-;-;-;-;1;1;-;-;2;-
mun3363;350840;350840 CABREUVA;3;2;7;12;7;15;5;7;5;5
mun3364;350850;350850 CACAPAVA;14;13;7;6;7;7;10;12;15;10
mun3365;350860;350860 CACHOEIRA PAULISTA;3;1;5;2;1;5;2;3;3;4
mun3366;350870;350870 CACONDE;1;2;1;3;3;4;5;3;3;-
mun3367;350880;350880 CAFELANDIA;3;1;3;-;1;3;2;1;2;-
mun3368;350890;350890 CAIABU;-;2;-;-;1;-;1;-;1;-
mun3369;350900;350900 CAIEIRAS;10;7;7;13;15;6;10;4;9;12
mun3370;350910;350910 CAIUA;-;-;-;-;-;-;-;-;-;1
mun3371;350920;350920 CAJAMAR;8;8;10;11;6;7;16;9;13;13
mun3372;350925;350925 CAJATI;4;6;6;7;2;3;1;1;2;1
mun3373;350930;350930 CAJOBI;1;1;1;1;-;2;-;1;-;-
mun3374;350940;350940 CAJURU;4;2;2;3;2;-;2;3;4;8
mun3375;350945;350945 CAMPINA DO MONTE ALEGRE;1;2;1;-;-;1;2;1;1;-
mun3376;350950;350950 CAMPINAS;134;206;266;171;118;101;90;115;147;76
mun3377;350960;350960 CAMPO LIMPO PAULISTA;6;10;9;11;12;13;8;14;9;14
mun3378;350970;350970 CAMPOS DO JORDAO;6;6;1;3;7;6;4;10;7;8
mun3379;350980;350980 CAMPOS NOVOS PAULISTA;1;-;2;1;-;-;-;1;1;-
mun3380;350990;350990 CANANEIA;2;1;1;-;2;1;2;1;1;1
mun3381;350995;350995 CANAS;1;-;2;4;-;-;2;-;-;2
mun3382;351000;351000 CANDIDO MOTA;1;1;2;1;2;2;-;1;2;7
mun3383;351010;351010 CANDIDO RODRIGUES;-;-;-;-;-;-;-;-;1;-
mun3384;351015;351015 CANITAR;1;-;-;3;1;-;-;2;2;1
mun3385;351020;351020 CAPAO BONITO;15;7;9;11;6;8;13;4;4;4
mun3386;351030;351030 CAPELA DO ALTO;3;1;3;1;1;1;2;2;3;2
mun3387;351040;351040 CAPIVARI;3;4;1;2;1;4;5;8;6;7
mun3388;351050;351050 CARAGUATATUBA;5;4;3;5;4;11;3;4;17;17
mun3389;351060;351060 CARAPICUIBA;46;65;65;56;32;46;61;49;51;46
mun3390;351070;351070 CARDOSO;2;-;-;-;-;1;1;1;-;-
mun3391;351080;351080 CASA BRANCA;3;-;2;1;3;6;-;5;3;5
mun3392;351090;351090 CASSIA DOS COQUEIROS;-;-;-;1;-;-;-;-;1;1
mun3393;351100;351100 CASTILHO;1;-;1;3;-;3;1;-;-;1
mun3394;351110;351110 CATANDUVA;10;8;10;6;10;6;6;3;7;7
mun3395;351120;351120 CATIGUA;2;-;2;-;1;-;-;-;-;-
mun3396;351130;351130 CEDRAL;-;1;-;1;-;-;2;2;1;1
mun3397;351140;351140 CERQUEIRA CESAR;2;3;-;1;2;2;5;-;3;-
mun3398;351150;351150 CERQUILHO;8;7;2;5;8;2;6;5;5;4
mun3399;351160;351160 CESARIO LANGE;3;-;-;3;6;2;2;2;3;4
mun3400;351170;351170 CHARQUEADA;2;2;4;3;-;1;2;1;1;6
mun3401;351190;351190 CLEMENTINA;2;2;1;3;-;1;2;2;2;2
mun3402;351200;351200 COLINA;1;5;3;-;-;1;1;1;-;-
mun3403;351210;351210 COLOMBIA;1;2;-;-;-;-;-;-;2;1
mun3404;351220;351220 CONCHAL;4;4;1;9;2;6;7;4;4;3
mun3405;351230;351230 CONCHAS;-;2;3;1;4;1;3;2;2;4
mun3406;351240;351240 CORDEIROPOLIS;1;3;3;2;1;3;3;1;4;2
mun3407;351250;351250 COROADOS;2;1;3;3;-;1;1;1;-;1
mun3408;351260;351260 CORONEL MACEDO;1;-;-;-;2;-;-;1;-;1
mun3409;351270;351270 CORUMBATAI;-;-;-;-;-;1;-;-;-;-
mun3410;351280;351280 COSMOPOLIS;6;4;3;9;7;6;1;10;10;7
mun3411;351290;351290 COSMORAMA;-;-;-;-;1;-;-;-;1;1
mun3412;351300;351300 COTIA;27;31;56;39;40;37;32;33;38;34
mun3413;351310;351310 CRAVINHOS;2;3;6;9;7;5;5;4;6;9
mun3414;351320;351320 CRISTAIS PAULISTA;2;-;1;-;-;-;2;3;1;1
mun3415;351330;351330 CRUZALIA;-;2;-;-;-;-;-;-;1;-
mun3416;351340;351340 CRUZEIRO;7;10;9;7;12;9;9;7;4;8
mun3417;351350;351350 CUBATAO;13;22;14;18;10;14;15;13;9;20
mun3418;351360;351360 CUNHA;6;1;2;1;-;-;2;5;1;4
mun3419;351370;351370 DESCALVADO;2;4;2;-;-;-;-;1;-;-
mun3420;351380;351380 DIADEMA;188;198;238;238;159;151;115;128;112;87
mun3421;351385;351385 DIRCE REIS;-;1;-;-;-;-;-;-;-;-
mun3422;351390;351390 DIVINOLANDIA;1;1;1;2;1;-;-;-;-;1
mun3423;351400;351400 DOBRADA;1;1;1;-;1;-;1;1;2;-
mun3424;351410;351410 DOIS CORREGOS;-;2;2;4;3;1;-;1;-;1
mun3426;351430;351430 DOURADO;-;-;-;-;2;-;1;-;1;1
mun3427;351440;351440 DRACENA;2;6;9;3;6;4;-;2;4;5
mun3428;351450;351450 DUARTINA;2;-;1;1;2;-;1;-;1;3
mun3429;351460;351460 DUMONT;1;1;1;2;1;-;-;2;2;1
mun3430;351470;351470 ECHAPORA;2;1;2;4;2;1;2;-;3;-
mun3431;351480;351480 ELDORADO;2;2;-;1;3;2;-;1;1;3
mun3432;351490;351490 ELIAS FAUSTO;2;-;3;3;1;2;-;-;5;-
mun3433;351492;351492 ELISIARIO;3;-;-;-;-;-;-;-;-;-
mun3434;351495;351495 EMBAUBA;-;-;2;-;-;-;1;-;-;-
mun3435;351500;351500 EMBU DAS ARTES;36;39;34;52;43;37;35;39;46;52
mun3436;351510;351510 EMBU-GUACU;7;3;12;10;4;3;9;14;6;20
mun3437;351512;351512 EMILIANOPOLIS;-;-;-;-;-;-;1;-;-;1
mun3438;351515;351515 ENGENHEIRO COELHO;1;3;1;1;-;2;1;2;2;4
mun3439;351518;351518 ESPIRITO SANTO DO PINHAL;7;17;10;3;14;9;11;12;3;8
mun3440;351519;351519 ESPIRITO SANTO DO TURVO;-;3;-;-;1;-;-;1;-;1
mun3441;351520;351520 ESTRELA D'OESTE;-;-;2;1;-;1;-;1;1;-
mun3442;351530;351530 ESTRELA DO NORTE;-;-;-;-;-;-;-;1;-;2
mun3443;351535;351535 EUCLIDES DA CUNHA PAULISTA;1;-;1;-;1;-;2;-;1;1
mun3444;351540;351540 FARTURA;1;2;2;-;3;3;1;2;2;4
mun3445;351550;351550 FERNANDOPOLIS;11;8;4;11;3;2;5;5;7;1
mun3446;351560;351560 FERNANDO PRESTES;-;-;-;-;1;-;1;-;-;1
mun3447;351565;351565 FERNAO;-;-;3;-;-;-;2;-;-;-
mun3448;351570;351570 FERRAZ DE VASCONCELOS;41;18;28;23;34;27;24;18;17;19
mun3449;351580;351580 FLORA RICA;-;-;-;1;-;-;-;-;-;-
mun3450;351590;351590 FLOREAL;1;-;-;-;-;-;-;-;-;-
mun3451;351600;351600 FLORIDA PAULISTA;-;-;2;2;1;3;2;1;-;-
mun3452;351610;351610 FLORINIA;-;1;-;-;-;-;-;-;-;1
mun3453;351620;351620 FRANCA;57;66;65;76;58;57;54;46;52;40
mun3454;351630;351630 FRANCISCO MORATO;21;20;21;17;18;18;6;17;12;14
mun3455;351640;351640 FRANCO DA ROCHA;9;18;24;19;19;18;13;7;18;14
mun3456;351650;351650 GABRIEL MONTEIRO;-;1;-;2;-;-;1;-;-;1
mun3457;351660;351660 GALIA;1;-;2;1;1;1;-;1;-;-
mun3458;351670;351670 GARCA;8;3;7;12;7;2;7;3;3;3
mun3459;351680;351680 GASTAO VIDIGAL;-;-;-;-;-;1;-;-;-;-
mun3460;351685;351685 GAVIAO PEIXOTO;-;-;-;-;1;-;-;1;-;1
mun3461;351690;351690 GENERAL SALGADO;1;-;2;1;1;-;2;-;-;-
mun3462;351700;351700 GETULINA;2;1;3;1;-;3;1;1;1;2
mun3463;351710;351710 GLICERIO;-;-;-;2;2;-;4;-;-;-
mun3464;351720;351720 GUAICARA;1;4;2;1;2;3;2;1;1;1
mun3465;351730;351730 GUAIMBE;1;-;1;2;1;1;-;2;-;1
mun3466;351740;351740 GUAIRA;1;-;4;1;5;-;-;2;4;4
mun3467;351750;351750 GUAPIACU;3;5;2;2;3;2;1;-;4;3
mun3468;351760;351760 GUAPIARA;1;2;-;6;3;2;2;-;2;2
mun3469;351770;351770 GUARA;1;2;1;-;1;-;2;1;-;1
mun3470;351780;351780 GUARACAI;-;-;-;-;-;-;2;1;-;2
mun3471;351790;351790 GUARACI;1;-;-;2;2;1;1;3;-;-
mun3472;351800;351800 GUARANI D'OESTE;-;1;-;-;-;-;-;-;1;1
mun3473;351810;351810 GUARANTA;1;1;-;1;1;-;-;-;-;-
mun3474;351820;351820 GUARARAPES;2;5;2;7;2;2;2;3;2;4
mun3475;351830;351830 GUARAREMA;2;3;7;9;2;8;5;3;7;3
mun3476;351840;351840 GUARATINGUETA;6;7;9;11;10;8;7;9;11;13
mun3477;351850;351850 GUAREI;-;3;4;1;4;3;1;1;1;-
mun3478;351860;351860 GUARIBA;4;4;6;4;7;5;6;3;3;4
mun3479;351870;351870 GUARUJA;29;31;50;39;33;33;47;29;19;36
mun3480;351880;351880 GUARULHOS;221;217;230;206;280;250;253;264;256;266
mun3481;351885;351885 GUATAPARA;1;1;1;3;2;2;-;-;2;-
mun3482;351890;351890 GUZOLANDIA;-;-;-;-;1;-;-;-;1;1
mun3483;351900;351900 HERCULANDIA;-;-;1;-;1;1;1;1;1;-
mun3484;351905;351905 HOLAMBRA;1;2;4;2;6;1;4;2;5;3
mun3485;351907;351907 HORTOLANDIA;16;18;37;23;22;21;17;25;22;13
mun3486;351910;351910 IACANGA;-;1;2;-;-;-;1;-;-;3
mun3487;351920;351920 IACRI;-;-;1;-;-;-;-;-;-;1
mun3488;351925;351925 IARAS;-;1;-;-;-;1;-;2;-;-
mun3489;351930;351930 IBATE;4;1;2;1;1;4;-;3;1;1
mun3490;351940;351940 IBIRA;3;4;1;1;1;1;-;4;2;1
mun3491;351950;351950 IBIRAREMA;-;1;-;2;1;1;-;1;-;-
mun3492;351960;351960 IBITINGA;5;5;2;4;3;4;3;4;6;2
mun3493;351970;351970 IBIUNA;10;3;7;4;5;5;6;4;6;12
mun3494;351980;351980 ICEM;-;3;1;3;2;1;1;2;3;-
mun3495;351990;351990 IEPE;4;3;2;3;2;-;1;1;3;1
mun3496;352000;352000 IGARACU DO TIETE;-;1;2;-;1;1;2;2;2;4
mun3497;352010;352010 IGARAPAVA;2;2;2;-;2;3;2;1;1;2
mun3498;352020;352020 IGARATA;-;3;1;2;-;-;2;1;2;2
mun3499;352030;352030 IGUAPE;3;2;3;1;2;2;3;1;2;1
mun3500;352040;352040 ILHABELA;4;6;3;3;3;3;3;5;4;8
mun3501;352042;352042 ILHA COMPRIDA;-;-;-;2;-;-;-;2;-;-
mun3502;352044;352044 ILHA SOLTEIRA;-;3;1;1;2;1;1;5;2;4
mun3503;352050;352050 INDAIATUBA;11;26;35;35;32;21;13;24;21;15
mun3504;352060;352060 INDIANA;1;-;-;1;-;-;-;-;-;1
mun3505;352070;352070 INDIAPORA;-;1;-;-;1;-;-;-;-;1
mun3506;352080;352080 INUBIA PAULISTA;-;-;-;-;-;-;-;-;1;1
mun3507;352090;352090 IPAUSSU;1;-;2;5;2;3;1;2;-;1
mun3508;352100;352100 IPERO;1;4;1;2;1;1;3;1;2;3
mun3509;352110;352110 IPEUNA;3;1;-;1;1;-;1;-;-;-
mun3510;352115;352115 IPIGUA;-;2;3;-;1;-;1;-;-;2
mun3511;352120;352120 IPORANGA;2;1;-;-;1;-;-;-;2;1
mun3512;352130;352130 IPUA;4;4;-;3;5;2;1;2;1;1
mun3513;352140;352140 IRACEMAPOLIS;1;1;1;3;1;6;4;2;1;2
mun3514;352150;352150 IRAPUA;1;1;-;2;-;-;1;2;-;1
mun3515;352160;352160 IRAPURU;-;-;1;2;-;-;-;-;1;-
mun3516;352170;352170 ITABERA;3;3;2;-;6;5;3;6;3;5
mun3517;352180;352180 ITAI;2;2;9;-;2;4;3;3;2;1
mun3518;352190;352190 ITAJOBI;2;6;1;1;-;1;3;2;1;1
mun3519;352200;352200 ITAJU;-;1;-;-;1;1;1;1;-;1
mun3520;352210;352210 ITANHAEM;13;12;22;17;15;13;12;10;7;8
mun3521;352215;352215 ITAOCA;-;-;-;-;-;-;-;2;-;2
mun3522;352220;352220 ITAPECERICA DA SERRA;26;26;32;30;21;22;27;16;29;24
mun3523;352230;352230 ITAPETININGA;14;22;21;20;23;12;16;15;14;15
mun3524;352240;352240 ITAPEVA;21;19;19;12;19;20;24;16;16;16
mun3525;352250;352250 ITAPEVI;48;31;57;53;47;20;22;23;38;21
mun3526;352260;352260 ITAPIRA;8;15;10;10;7;12;6;3;4;5
mun3527;352265;352265 ITAPIRAPUA PAULISTA;3;-;2;2;1;-;-;1;1;-
mun3528;352270;352270 ITAPOLIS;2;7;2;1;-;2;3;6;5;2
mun3529;352280;352280 ITAPORANGA;1;1;3;4;4;-;1;2;-;1
mun3530;352290;352290 ITAPUI;2;-;2;2;-;3;-;1;1;1
mun3531;352300;352300 ITAPURA;1;-;-;-;2;1;1;-;1;-
mun3532;352310;352310 ITAQUAQUECETUBA;41;49;37;45;41;23;33;32;41;51
mun3533;352320;352320 ITARARE;6;2;5;3;4;7;1;3;2;4
mun3534;352330;352330 ITARIRI;-;-;3;1;3;2;1;-;-;2
mun3535;352340;352340 ITATIBA;10;9;9;13;12;14;19;23;23;25
mun3536;352350;352350 ITATINGA;2;2;3;2;2;2;2;4;4;2
mun3537;352360;352360 ITIRAPINA;1;-;3;5;3;2;-;-;3;2
mun3538;352370;352370 ITIRAPUA;-;-;-;1;-;-;-;1;-;-
mun3539;352380;352380 ITOBI;-;1;1;1;3;1;1;2;-;2
mun3540;352390;352390 ITU;13;23;15;17;9;11;16;17;18;29
mun3541;352400;352400 ITUPEVA;9;6;6;7;5;14;8;8;8;20
mun3542;352410;352410 ITUVERAVA;3;3;3;4;1;2;1;4;2;2
mun3543;352420;352420 JABORANDI;-;1;1;-;1;1;-;-;1;-
mun3544;352430;352430 JABOTICABAL;7;6;3;3;8;3;3;7;7;4
mun3545;352440;352440 JACAREI;13;13;20;18;13;22;20;25;29;21
mun3546;352450;352450 JACI;-;-;-;1;-;2;2;-;-;-
mun3547;352460;352460 JACUPIRANGA;3;2;4;1;1;-;1;2;3;2
mun3548;352470;352470 JAGUARIUNA;10;10;21;6;8;4;10;7;10;8
mun3549;352480;352480 JALES;1;4;1;2;4;1;5;5;3;2
mun3550;352490;352490 JAMBEIRO;1;1;1;-;-;1;-;1;-;1
mun3551;352500;352500 JANDIRA;15;14;27;21;12;6;14;13;12;8
mun3552;352510;352510 JARDINOPOLIS;8;10;5;11;10;14;8;6;11;13
mun3553;352520;352520 JARINU;4;1;3;6;6;2;6;4;8;4
mun3554;352530;352530 JAU;12;4;6;5;9;2;3;5;7;9
mun3555;352540;352540 JERIQUARA;-;-;-;-;-;2;1;2;1;-
